leg_id,full_name,first_name,middle_name,last_name,suffixes,nickname,active,level,country,state,chamber,district,party,votesmart_id,transparencydata_id,photo_url,created_at,updated_at,leadership,order,Rules,Appropriations,Calendar,Aging,Criminal Commitments,Dyslexia,Environmental Flows,Bexar,Criminal Justice,Aquifer,HHS,Windstorm,Finance Weights,Rating
TXL000267,Yvonne Gonzalez Toureilles,Yvonne,,Gonzalez Toureilles,,,FALSE,state,us,tx,lower,,,49820,6a20513ca18f4dd592cc30a99a9663d4,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4660.jpg,51:42.3,41:26.1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000383,Lance Gooden,Lance,,Gooden,,,TRUE,state,us,tx,lower,4,Republican,116935,553008711f484d478778b12e0edd3f05,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2020.jpg,24:08.4,43:28.2,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000268,Ryan Guillen,Ryan,,Guillen,,,TRUE,state,us,tx,lower,31,Democratic,49248,68d49bea969c490fa52053e6868f9e5a,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3045.jpg,51:42.3,43:28.3,0,148,0,0,0,0,0,0,0,0,0,0,0,1,0,55
TXL000269,Roland Gutierrez,Roland,,Gutierrez,,,TRUE,state,us,tx,lower,119,Democratic,106951,70e6b7324a324c2880d8de66b5c70b8b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3025.jpg,51:42.3,43:28.3,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000270,Mike Hamilton,Mike,,Hamilton,,,TRUE,state,us,tx,lower,19,Republican,50043,cbc7224f0bf3479886cfa645cf1ed505,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3050.jpg,51:42.3,43:28.3,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,73
TXL000271,Kelly Hancock,Kelly,,Hancock,,,TRUE,state,us,tx,lower,91,Republican,59194,ba3847be6cec4d4bb3c14c5aab68a471,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3100.jpg,51:42.3,43:28.2,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100
TXL000272,Rick Hardcastle,Rick,,Hardcastle,,,TRUE,state,us,tx,lower,68,Republican,25403,0729d55c9bed4d05b294cac89438c81d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3160.jpg,51:42.3,43:28.3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000273,Patricia Harless,Patricia,,Harless,,,TRUE,state,us,tx,lower,126,Republican,56485,2cb7883aa59b4a82b89336dff9839e14,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3150.jpg,51:42.3,43:28.3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,73
TXL000274,Linda Harper-Brown,Linda,,Harper-Brown,,,TRUE,state,us,tx,lower,105,Republican,49633,696ebf10232b4edb98cdfc2c78e7124b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3165.jpg,51:42.3,43:28.3,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000193,Chris Harris,Chris,,Harris,,,TRUE,state,us,tx,upper,9,Republican,5442,a2a82cbd5f484182b03b05e217bf7f46,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1215.jpg,51:42.1,43:28.4,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,86
TXL000275,Will Hartnett,Will,,Hartnett,,,TRUE,state,us,tx,lower,114,Republican,5517,9fd4b308d04941bba4aac60026570118,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3170.jpg,51:42.4,43:28.4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000276,Joe Heflin,Joe,,Heflin,,,FALSE,state,us,tx,lower,,,57251,fa12b559747f43aca931ef00381d9e03,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3175.jpg,51:42.4,41:26.1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,56
TXL000194,Glenn Hegar,Glenn,,Hegar,,,TRUE,state,us,tx,upper,18,Republican,49274,d0085b3707e44810b958b36d88f6bda5,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1230.jpg,51:42.1,43:28.4,0,215,0,0,0,0,0,0,1,0,0,0,0,0,0,92
TXL000277,Ana Hernandez Luna,Ana,,Hernandez Luna,,,TRUE,state,us,tx,lower,143,Democratic,59301,f91328864f534e9497c368727a4bd2a9,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3155.jpg,51:42.4,43:28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
TXL000278,Abel Herrero,Abel,,Herrero,,,FALSE,state,us,tx,lower,,,50002,97d57b22544b4c49bf4f1c9fb060eee9,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3140.jpg,51:42.4,41:26.1,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,36
TXL000279,Harvey Hilderbran,Harvey,,Hilderbran,,,TRUE,state,us,tx,lower,53,Republican,5523,85603680d69048848addf78f72d00cd1,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3250.jpg,51:42.4,43:28.2,1,112,0,0,0,0,0,0,0,0,0,1,0,0,0,82
TXL000195,Juan Hinojosa,Juan,,Hinojosa,,,TRUE,state,us,tx,upper,20,Democratic,10049,c190ea0b18ae4fc79f5c6713e966b3da,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1250.jpg,51:42.1,43:28.4,0,216,0,0,0,0,0,0,0,0,1,0,0,0,0,50
TXL000280,Scott Hochberg,Scott,,Hochberg,,,TRUE,state,us,tx,lower,137,Democratic,5526,9a012cf538cd422bacd8afd30f88dc01,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3305.jpg,51:42.4,43:28.3,0,153,0,1,0,0,0,0,0,0,0,0,0,0,1,44
TXL000281,Mark Homer,Mark,,Homer,,,FALSE,state,us,tx,lower,,,25383,9e06358de6af45e197a4bc2db4049ea1,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3325.jpg,51:42.4,41:26.1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,64
TXL000282,Chuck Hopson,Chuck,,Hopson,,,TRUE,state,us,tx,lower,11,Republican,49745,aa422dc82ead4e23b751178a39ad7674,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3330.jpg,51:42.4,43:28.1,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,64
TXL000284,Charlie Howard,Charlie,,Howard,,,TRUE,state,us,tx,lower,26,Republican,5529,4d9f5c93e7eb4298864a5e863d7783f7,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3315.jpg,51:42.4,43:28.1,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000283,Donna Howard,Donna,,Howard,,,TRUE,state,us,tx,lower,48,Democratic,59196,3e92add174ea487c90840f176cf03fa3,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3310.jpg,51:42.4,43:28.1,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000385,Dan Huberty,Dan,,Huberty,,,TRUE,state,us,tx,lower,127,Republican,117477,f119389eadda4b8191b2bd7b2c1b1500,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2285.jpg,24:08.4,43:28.1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000196,Joan Huffman,Joan,,Huffman,,,TRUE,state,us,tx,upper,17,Republican,110896,69152ae8ca13461bb220b4be8405042d,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1260.jpg,51:42.1,43:28.4,0,217,0,0,0,1,0,1,1,0,0,0,0,0,0,83
TXL000285,Bryan Hughes,Bryan,,Hughes,,,TRUE,state,us,tx,lower,5,Republican,50173,3bc23f9157714016ba43ae754478e2b3,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3340.jpg,51:42.4,43:28.0,0,102,0,0,0,0,0,0,0,0,0,0,1,0,0,73
TXL000286,Todd Hunter,Todd,,Hunter,,,TRUE,state,us,tx,lower,32,Republican,5532,deb295fb213a4f6e900d5e46059d9074,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3365.jpg,51:42.4,43:28.4,1,156,0,0,0,0,0,0,0,0,0,0,0,1,0,73
TXL000386,Jason Isaac,Jason,,Isaac,,,TRUE,state,us,tx,lower,45,Republican,116946,f2645a08021044a2861b0241a4ccfda3,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2070.jpg,24:08.4,43:28.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000287,Carl Isett,Carl,,Isett,,,FALSE,state,us,tx,lower,,,,d4cb1d4e34b045f2b26eeeb88ddec7a0,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3375.jpg,51:42.4,41:26.1,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,91
TXL000288,Jim Jackson,Jim,,Jackson,,,TRUE,state,us,tx,lower,115,Republican,49641,20e8b9c8a7c64043912336007f722145,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3350.jpg,51:42.4,43:28.2,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,82
TXL000197,Mike Jackson,Mike,,Jackson,,,TRUE,state,us,tx,upper,11,Republican,5533,de9e0b1f86a641aaab69487654600fbf,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1270.jpg,51:42.1,43:28.4,1,218,0,0,0,0,0,0,0,0,0,0,0,1,0,92
TXL000289,Eric Johnson,Eric,,Johnson,,,TRUE,state,us,tx,lower,100,Democratic,116968,fa8dbe9e95d34d06be48b85a820984fb,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3345.jpg,51:42.4,43:28.1,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,39
TXL000290,Delwin Jones,Delwin,,Jones,,,FALSE,state,us,tx,lower,,,5536,8d470949b2874807ab76b1af29ce4500,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3405.jpg,51:42.4,41:26.1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,73
TXL000291,Jim Keffer,Jim,,Keffer,,,TRUE,state,us,tx,lower,60,Republican,10028,a1e374c6a2f249f385509054b599d3e8,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3480.jpg,51:42.4,43:28.2,1,158,0,0,1,0,0,0,0,0,0,0,0,0,0,73
TXL000292,Carol Kent,Carol,,Kent,,,FALSE,state,us,tx,lower,,,102275,116478b4906e465185fc8954444ca44b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3420.jpg,51:42.4,41:26.1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000295,Phil King,Phil,,King,,,TRUE,state,us,tx,lower,61,Republican,25435,651993e8729047bfadd81a0cdb716a18,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3470.jpg,51:42.4,43:28.3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,80
TXL000293,Susan King,Susan,,King,,,TRUE,state,us,tx,lower,71,Republican,58144,1482204de5e04f5aa98d0316063fba8a,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3460.jpg,51:42.4,43:28.3,0,159,0,1,0,1,0,0,0,0,0,0,0,0,0,82
TXL000294,Tracy King,Tracy,,King,,,TRUE,state,us,tx,lower,80,Democratic,5540,1a8493ae3052435689d8cf9814d78a9b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3465.jpg,51:42.4,43:28.4,0,160,0,0,0,0,0,0,0,0,0,1,0,0,0,45
TXL000296,Tim Kleinschmidt,Tim,,Kleinschmidt,,,TRUE,state,us,tx,lower,17,Republican,56621,5322d01a92ab400f8a0fb36220d1aaf8,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3430.jpg,51:42.4,43:28.4,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000297,Lois Kolkhorst,Lois,,Kolkhorst,,,TRUE,state,us,tx,lower,13,Republican,49608,dd12690d5d75437e97a1c46fcc48d61e,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3495.jpg,51:42.4,43:28.3,1,161,0,0,1,0,1,0,0,0,0,0,0,0,0,73
TXL000387,John Kuempel,John,,Kuempel,,,TRUE,state,us,tx,lower,44,Republican,128461,a83ceff11cec4ea49e20e7377f343233,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2310.jpg,24:08.3,43:28.2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000298,Edmund Kuempel,Edmund,,Kuempel,,,FALSE,state,us,tx,lower,,,5542,a83ceff11cec4ea49e20e7377f343233,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3450.jpg,51:42.4,41:26.1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,80
TXL000388,Jim Landtroop,Jim,,Landtroop,,,TRUE,state,us,tx,lower,85,Republican,59349,ceb39525f83742419227f2c11b28ad84,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2175.jpg,24:08.4,43:28.2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000389,Lyle Larson,Lyle,,Larson,,,TRUE,state,us,tx,lower,122,Republican,98049,bb586f9962da4e7a92f30fc16416fbf1,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2245.jpg,24:08.4,43:28.3,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000299,Jodie Laubenberg,Jodie,,Laubenberg,,,TRUE,state,us,tx,lower,89,Republican,50001,cc4eea7ceac545d494e1e2b0a96996f7,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3540.jpg,51:42.4,43:28.2,0,162,0,0,0,0,0,0,1,0,0,0,0,0,0,91
TXL000390,George Lavender,George,,Lavender,,,TRUE,state,us,tx,lower,1,Republican,9955,d7ff7847a4ac4d95a020ae0d02225ccc,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2010.jpg,24:08.4,43:28.1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000300,Ken Legler,Ken,,Legler,,,TRUE,state,us,tx,lower,144,Republican,102074,5fc58df3b3e840fc8c33cec498720c77,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3550.jpg,51:42.4,43:28.2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,100
TXL000301,David Leibowitz,David,,Leibowitz,,,FALSE,state,us,tx,lower,,,49742,6100259503854d12b76ec65f2a15d90f,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3560.jpg,51:42.4,41:26.1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000302,Tryon Lewis,Tryon,,Lewis,,,TRUE,state,us,tx,lower,81,Republican,102049,8437c913bb274ec0bf827bcf742422c7,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3570.jpg,51:42.4,43:28.4,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,90
TXL000391,J. M. Lozano,J. M.,,Lozano,,,TRUE,state,us,tx,lower,43,Democratic,116981,a8228ad890664efb9a137ecf152c56ad,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2065.jpg,24:08.3,43:28.2,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,50
TXL000303,Eddie Lucio III,Eddie,,Lucio,III,,TRUE,state,us,tx,lower,38,Democratic,56543,f89382177e704ec1bc948383a27ceefd,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3610.jpg,51:42.4,43:28.1,1,116,0,0,1,0,0,0,0,0,0,0,0,0,0,55
TXL000198,Eddie Lucio Jr.,Eddie,,Lucio,Jr.,,TRUE,state,us,tx,upper,27,Democratic,5445,9b62b0d94980443cb677314487fa655c,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1300.jpg,51:42.1,43:28.4,1,219,0,0,0,1,0,0,0,0,0,0,0,0,0,50
TXL000392,Lanham Lyne,Lanham,,Lyne,,,TRUE,state,us,tx,lower,69,Republican,79279,a4244db0ac6d468f930053e1124bf3db,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2090.jpg,24:08.4,43:28.2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000304,Jerry Madden,Jerry,,Madden,,,TRUE,state,us,tx,lower,67,Republican,5548,47d73ec415fe408baa6d159740548d0b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3715.jpg,51:42.4,43:28.2,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,82
TXL000305,Diana Maldonado,Diana,,Maldonado,,,FALSE,state,us,tx,lower,,,102254,79f26f4e72ca4d3aa0ee0b749ec20b2b,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3720.jpg,51:42.4,41:26.1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000393,Dee Margo,Dee,,Margo,,,TRUE,state,us,tx,lower,78,Republican,57965,b3c1dedb08c04286b5b6aad6c0397e58,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2130.jpg,24:08.4,43:28.1,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000307,Marisa Marquez,Marisa,,Marquez,,,TRUE,state,us,tx,lower,77,Democratic,102263,aa867ecd748344f8838a3c901e923a22,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3750.jpg,51:42.4,43:28.3,0,165,1,0,0,0,0,0,0,0,0,0,0,0,0,55
TXL000308,Armando Martinez,Armando,,Martinez,,,TRUE,state,us,tx,lower,39,Democratic,49304,6af7b50713124edbbdef0479a44b82bc,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3780.jpg,51:42.4,43:28.0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000394,Ruth Jones McClendon,Ruth Jones,,McClendon,,,TRUE,state,us,tx,lower,120,Democratic,15102,995e0bde8f2746e4856a00b188d87769,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3650.jpg,24:08.3,43:28.3,1,199,1,1,0,0,0,0,0,0,1,0,0,0,0,27
TXL000310,Ruth McClendon,Ruth,,McClendon,,,FALSE,state,us,tx,lower,,,15102,995e0bde8f2746e4856a00b188d87769,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3650.jpg,51:42.4,41:26.1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,32
TXL000311,Jim McReynolds,Jim,,McReynolds,,,FALSE,state,us,tx,lower,,,9998,3350873bb2674dc0ac98a3a5367f1ad2,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3845.jpg,51:42.4,41:26.1,1,77,0,0,1,0,0,1,0,0,1,0,0,0,0,55
TXL000312,Jose Menendez,Jose,,Menendez,,,TRUE,state,us,tx,lower,124,Democratic,49908,c36d8b77d70d47cc88ce89a3a97a3024,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3830.jpg,51:42.5,43:28.2,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000313,Tommy Merritt,Tommy,,Merritt,,,FALSE,state,us,tx,lower,,,9957,eb100b3b839c412c8d0a281d35d673cc,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3840.jpg,51:42.5,41:26.1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,73
TXL000314,Robert Miklos,Robert,,Miklos,,,FALSE,state,us,tx,lower,,,102273,7692e86a3bed4a0492be4ecd75568f63,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3847.jpg,51:42.5,41:26.1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000395,Borris L. Miles,Borris L.,,Miles,,,TRUE,state,us,tx,lower,146,Democratic,59415,346b098b4aa643969074908daf5ad769,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3825.jpg,24:08.4,43:28.0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,35
TXL000315,Doug Miller,Doug,,Miller,,,TRUE,state,us,tx,lower,73,Republican,102045,95ca116e27a0486289a41b7a3365d673,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3848.jpg,51:42.5,43:28.1,0,113,0,1,0,0,0,0,1,0,0,0,0,0,0,91
TXL000316,Sid Miller,Sid,,Miller,,,TRUE,state,us,tx,lower,59,Republican,49720,88832216652f4d8f8417df269188fce0,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3835.jpg,51:42.5,43:28.3,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,80
TXL000317,Joseph Moody,Joseph,,Moody,,,FALSE,state,us,tx,lower,,,102266,b1d31d6bc75b4cfcbb964848764539e4,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3850.jpg,51:42.5,41:26.1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000318,Geanie Morrison,Geanie,,Morrison,,,TRUE,state,us,tx,lower,30,Republican,25497,f186aa3d2f01495d8803d126902d75c9,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3870.jpg,51:42.5,43:28.1,0,169,0,1,0,0,0,0,0,0,0,0,0,0,0,82
TXL000396,Sergio Munoz Jr.,Sergio,,Munoz,Jr.,,TRUE,state,us,tx,lower,36,Democratic,5424,1629890e31d94a17b9ca27e04cda4e57,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2060.jpg,24:08.4,43:28.3,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,50
TXL000397,Jim Murphy,Jim,,Murphy,,,TRUE,state,us,tx,lower,133,Republican,57985,b405cee86e554e32beb446ff11874996,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3875.jpg,24:08.4,43:28.2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,90
TXL000319,Elliott Naishtat,Elliott,,Naishtat,,,TRUE,state,us,tx,lower,49,Democratic,5556,853b7134eb5e47078bb29acacbe94a93,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3885.jpg,51:42.5,43:28.1,0,94,0,0,0,1,0,0,0,0,0,0,0,0,0,45
TXL000398,Barbara Nash,Barbara,,Nash,,,TRUE,state,us,tx,lower,93,Republican,116961,dad0dbfb60fa458c9ec87abb52878f35,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2190.jpg,24:08.4,43:28.0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,85
TXL000199,Jane Nelson,Jane,,Nelson,,,TRUE,state,us,tx,upper,12,Republican,5451,722d5603546d4262ad682489327124dc,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1450.jpg,51:42.1,43:28.0,1,127,0,0,0,0,1,0,0,0,0,0,1,0,0,83
TXL000200,Robert Nichols,Robert,,Nichols,,,TRUE,state,us,tx,upper,3,Republican,59338,1cefda5744d749fca851d945f9e13b59,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1400.jpg,51:42.1,43:28.4,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,92
TXL000201,Steve Ogden,Steve,,Ogden,,,TRUE,state,us,tx,upper,5,Republican,5559,e20c0104b7144eca819f1580b7efb263,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1415.jpg,51:42.1,43:28.4,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,75
TXL000320,Rene Oliveira,Rene,,Oliveira,,,TRUE,state,us,tx,lower,37,Democratic,5560,a207ac5f95b44b2d9ab97c0272f80df9,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3880.jpg,51:42.5,43:28.3,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,40
TXL000321,Dora Olivo,Dora,,Olivo,,,FALSE,state,us,tx,lower,,,10019,6647ee3bc67740bbafc737977c14ec7c,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3886.jpg,51:42.5,41:26.1,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,36
TXL000322,Rob Orr,Rob,,Orr,,,TRUE,state,us,tx,lower,58,Republican,49336,44aaab664fed4a4fa4e88a21ed66bcf9,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3930.jpg,51:42.5,43:28.3,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000323,Solomon Ortiz Jr.,Solomon,,Ortiz,Jr.,,FALSE,state,us,tx,lower,,,69267,f2dde52127a8400d8efa8485c1b88e44,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3940.jpg,51:42.5,41:26.1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,45
TXL000324,John Otto,John,,Otto,,,TRUE,state,us,tx,lower,18,Republican,49663,ff67f4a3abd34e9f924cea3ebb4d1a73,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3945.jpg,51:42.5,43:28.2,1,171,0,1,0,0,0,0,0,0,0,0,0,0,0,90
TXL000325,Tan Parker,Tan,,Parker,,,TRUE,state,us,tx,lower,63,Republican,59370,4601e56aac2b4ede974d6fdc0983fd2a,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4090.jpg,51:42.5,43:28.0,0,103,0,0,0,0,0,0,0,0,0,0,1,0,0,91
TXL000326,Diane Patrick,Diane,,Patrick,,,TRUE,state,us,tx,lower,94,Republican,59327,b65e5732a8a34147bfb154c9a52b2f62,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4050.jpg,51:42.5,43:28.1,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000202,Dan Patrick,Dan,,Patrick,,,TRUE,state,us,tx,upper,7,Republican,57986,b876eed375034c118aecde55e5404232,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1430.jpg,51:42.1,43:28.4,0,221,0,0,0,0,0,0,0,0,0,0,0,0,1,92
TXL000327,Ken Paxton,Ken,,Paxton,,,TRUE,state,us,tx,lower,70,Republican,49425,1d201b5dbf894e18b15158a445a100e6,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4100.jpg,51:42.5,43:28.2,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,91
TXL000399,Aaron Peձa,Aaron,,Peձa,,,TRUE,state,us,tx,lower,40,Republican,50000,509c3601a68443d3828c294b045e8f4f,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4140.jpg,24:08.4,43:28.0,1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,55
TXL000328,Aaron Pena,Aaron,,Pena,,,FALSE,state,us,tx,lower,,,50000,509c3601a68443d3828c294b045e8f4f,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4140.jpg,51:42.5,41:26.1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,55
TXL000400,Charles Perry,Charles,,Perry,,,TRUE,state,us,tx,lower,83,Republican,116957,8fb11c2c10654abaa89d9cbf7435c7b0,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2140.jpg,24:08.4,43:28.0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,90
