leg_id,full_name,first_name,middle_name,last_name,suffixes,nickname,active,state,chamber,district,party,transparencydata_id,photo_url,created_at,updated_at,leadership,Agriculture,Appropriations,Criminal Justice,Education,Energy,Environment,Health,Fisheries,Insurance,Judiciary,Labor,Marine,State and Local,Taxation,Transportation,Veterans
MEL000024,Roger J. Katz,Roger,J.,Katz,,,TRUE,me,upper,24,Republican,7f9e53c0c9224be68d22b9abfc4185eb,http://www.maine.gov/legis/senate_gop/_images/katz.jpg,13:39.1,49:11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000100,Peter S. Kent,Peter,S.,Kent,,,TRUE,me,lower,65,Democratic,cc12e95ef6bf4afd8f9b43ef07360bdf,http://www.maine.gov/legis/house/photo125/kentps.jpg,13:39.7,49:10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000118,Dennis L. Keschl,Dennis,L.,Keschl,,,TRUE,me,lower,83,Republican,13ee90573a294aa3992bee53a5be08a5,http://www.maine.gov/legis/house_gop/_images/kescdl.jpg,13:39.8,49:10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000163,Jane S. Knapp,Jane,S.,Knapp,,,TRUE,me,lower,129,Republican,95cd678a7a894840a430d960c4b21786,http://www.maine.gov/legis/house/photo125/knapjs.jpg,13:39.9,49:10.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MEL000116,L. Gary Knight,L. Gary,,Knight,,,TRUE,me,lower,81,Republican,5a6c8a00a13f4ebeb16288d88a98728a,http://www.maine.gov/legis/house/photo125/kniglg.jpg,13:39.7,49:11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEL000083,Chuck Kruger,Chuck,,Kruger,,,TRUE,me,lower,48,Democratic,ee032ca3929b4a6b9eca70bc9d3e7748,http://www.maine.gov/legis/housedems/representatives/images/125highresphotos/krugermug.jpg,13:39.6,49:11.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEL000071,Walter A. Kumiega III,Walter,A.,Kumiega,III,,TRUE,me,lower,36,Democratic,e069124d41874eb0bb3df39d61611207,http://www.maine.gov/legis/house/photo125/kumiwa.jpg,13:39.5,49:11.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEL000106,Michel A. Lajoie,Michel,A.,Lajoie,,,TRUE,me,lower,71,Democratic,d7f81f77de534d3caeb9a95a30867b64,http://www.maine.gov/legis/house/photo125/lajoma.jpg,13:39.7,49:10.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000028,Brian D. Langley,Brian,D.,Langley,,,TRUE,me,upper,28,Republican,d5cfdfda5c364144b5fa59c354d7de64,http://www.maine.gov/legis/senate_gop/_images/langley.jpg,13:39.2,49:10.7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MEL000173,Aaron F Libby,Aaron,F,Libby,,,TRUE,me,lower,139,Republican,49da643c3433483cbeb15e3b41aa51a1,http://www.maine.gov/legis/house_gop/_images/libbaf.jpg,13:39.9,49:11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEL000044,Ricky D. Long,Ricky,D.,Long,,,TRUE,me,lower,9,Republican,e1d1891439184741b3d3e926a0514977,http://www.maine.gov/legis/house_gop/_images/longrd.jpg,13:39.2,49:10.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MEL000112,Thomas R. W. Longstaff,Thomas,R. W.,Longstaff,,,TRUE,me,lower,77,Democratic,3fcc83849f7c4196b126a39097738828,http://www.maine.gov/legis/house/photo125/longtr.jpg,13:39.7,49:11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEL000150,Stephen D. Lovejoy,Stephen,D.,Lovejoy,,,TRUE,me,lower,115,Democratic,6fb57da614ea4489a0b0b6767cbd59f8,http://www.maine.gov/legis/house/photo125/lovesd.jpg,13:39.8,49:10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000073,Louis J. Luchini,Louis,J.,Luchini,,,TRUE,me,lower,38,Democratic,d3d56464c1234017b6be851789d2f34c,http://www.maine.gov/legis/housedems/representatives/images/125highresphotos/Luchini2010.jpg,13:39.5,49:10.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEL000096,W. Bruce MacDonald,W. Bruce,,MacDonald,,,TRUE,me,lower,61,Democratic,3a3183227f4242ff86dd31084e23d5ce,http://www.maine.gov/legis/housedems/representatives/images/MacDonaldMugcolor.JPG,13:39.6,49:10.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEL000066,Joyce A. Maker,Joyce,A.,Maker,,,TRUE,me,lower,31,Republican,82b9b741baed4f388fc495e3b2a24a9c,http://www.maine.gov/legis/house_gop/_images/makeja.jpg,13:39.5,49:10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000069,Richard S. Malaby,Richard,S.,Malaby,,,TRUE,me,lower,34,Republican,ba48a28d369f4c1aa44dd49e96f621c2,http://www.maine.gov/legis/house_gop/_images/malars.jpg,13:39.5,49:10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000092,Maeghan Maloney,Maeghan,,Maloney,,,TRUE,me,lower,57,Democratic,5b78329a0efb4c5b827fff2e753c8848,http://www.maine.gov/legis/house/photo125/malom_.jpg,13:39.6,49:11.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEL000036,John L. Martin,John,L.,Martin,,,TRUE,me,lower,1,Democratic,86179c004aef4cc49c4fd7b42c356bd3,http://www.maine.gov/legis/housedems/representatives/images/MartinMugbw.jpg,13:39.2,49:11.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000025,Thomas H. Martin,Thomas,H.,Martin,,,TRUE,me,upper,25,Republican,a9429a69a6bd4b4d96a13b08a6bbcac9,http://www.maine.gov/legis/senate_gop/_images/martin.jpg,13:39.1,49:10.7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
MEL000017,Garrett Paul Mason,Garrett,Paul,Mason,,,TRUE,me,upper,17,Republican,1a4130f680094773b0832dae2811acf3,http://www.maine.gov/legis/senate_gop/_images/mason.jpg,13:39.1,49:11.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000082,Edward J. Mazurek,Edward,J.,Mazurek,,,TRUE,me,lower,47,Democratic,ea6d17889a4b4e5ea55dd14355db7231,http://www.maine.gov/legis/housedems/representatives/images/MazurekMugcolor.JPG,13:39.6,49:11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEL000120,Jeff M. McCabe,Jeff,M.,McCabe,,,TRUE,me,lower,85,Democratic,4a61ac931b5e42068a392e8ebc34e746,http://www.maine.gov/legis/house/photo125/mccajm.jpg,13:39.8,49:10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000138,Michael D. McClellan,Michael,D.,McClellan,,,TRUE,me,lower,103,Republican,69b0e5c6543b4e95b67a004f17e33477,http://www.maine.gov/legis/house_gop/_images/mcclmd.jpg,13:39.8,49:11.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000021,Earle L. McCormick,Earle,L.,McCormick,,,TRUE,me,upper,21,Republican,58fb4fd5930144f79f6ff81eb7cab26a,http://www.maine.gov/legis/senate_gop/_images/mccormick.jpg,13:39.1,49:11.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000065,Howard E. McFadden,Howard,E.,McFadden,,,TRUE,me,lower,30,Republican,a904675fa0d24d7bb5934983b958e846,http://www.maine.gov/legis/house_gop/_images/mcfahe.jpg,13:39.5,49:10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000086,Jonathan B. McKane,Jonathan,B.,McKane,,,TRUE,me,lower,51,Republican,cde1a0102f74485987280a83b5ec7160,http://www.maine.gov/legis/house_gop/_images/mckajb.jpg,13:39.6,49:11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEL000186,Kimberly J. Monaghan-Derrig ,Kimberly J.,,Monaghan-Derrig,,,TRUE,me,lower,121,Democratic,,,33:29.1,49:10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000089,Susan E. Morissette,Susan,E.,Morissette,,,TRUE,me,lower,54,Republican,6ecf84918be24d75a02593ac083efc31,http://www.maine.gov/legis/house/photo125/morise.jpg,13:39.6,49:11.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MEL000156,Terry K. Morrison,Terry,K.,Morrison,,,TRUE,me,lower,122,Democratic,016f3b713ee44ef78981727a79440bfc,http://www.maine.gov/legis/housedems/representatives/images/morrisonmugcolor.jpg,13:39.8,49:10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000183,Bradley S. Moulton,Bradley,S.,Moulton,,,TRUE,me,lower,149,Republican,7f26fde1dcc04427a06888f1787187ba,http://www.maine.gov/legis/house/photo125/moulbs.jpg,13:40.0,49:10.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
MEL000178,Joan M. Nass,Joan,M.,Nass,,,TRUE,me,lower,144,Republican,0a46a2ac147f4d99ad3cf82af3550760,http://www.maine.gov/legis/house_gop/_images/nassjm.jpg,13:39.9,49:11.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEL000147,Mary Pennell Nelson,Mary,Pennell,Nelson,,,TRUE,me,lower,112,Democratic,9135477bfc03475c909e443160505446,http://www.maine.gov/legis/house/photo125/nelsmp.jpg,13:39.8,49:10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000115,Melvin Newendyke,Melvin,,Newendyke,,,TRUE,me,lower,80,Republican,9a71ba229e2049d5a1696bb4b2b6d888,http://www.maine.gov/legis/house/photo125/neweml.jpg,13:39.7,49:10.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEL000113,Robert W. Nutting,Robert,W.,Nutting,,,TRUE,me,lower,78,Republican,2980a8436a6e4fa6ac04ef6ad47e41df,http://www.maine.gov/legis/house_gop/_images/nuttrw.jpg,13:39.7,48:45.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000079,Andrew R. O'Brien,Andrew,R.,O'Brien,,,TRUE,me,lower,44,Democratic,a9a612f10d3947e3b48940478d915d1c,http://www.maine.gov/legis/housedems/representatives/images/125highresphotos/obrienmug.jpg,13:39.6,49:10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000179,Beth A. O'Connor,Beth,A.,O'Connor,,,TRUE,me,lower,145,Republican,f43cc6cc27aa45caa9f17d3c949b94d7,http://www.maine.gov/legis/house_gop/_images/oconba.jpg,13:39.9,49:10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000099,Kimberly N. Olsen,Kimberly,N.,Olsen,,,TRUE,me,lower,64,Republican,,http://www.maine.gov/legis/house_gop/_images/olsekn.jpg,13:39.7,49:11.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEL000053,James W. Parker,James,W.,Parker,,,TRUE,me,lower,18,Republican,3c023e443026411fa5e2e6ac0c83e2be,http://www.maine.gov/legis/house/photo125/parkjw.jpg,13:39.3,49:11.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEL000174,Wayne R. Parry,Wayne,R.,Parry,,,TRUE,me,lower,140,Republican,41ea48ad126543c18b14958866d82cc5,http://www.maine.gov/legis/house_gop/_images/parrwr.jpg,13:39.9,49:11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MEL000014,John L. Patrick,John,L.,Patrick,,,TRUE,me,upper,14,Democratic,bc51418217d041cbbe7d8693307e41ec,http://www.maine.gov/legis/house/history/123rd/photo123/patrjl.jpg,13:39.0,49:11.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MEL000159,Ann E. Peoples,Ann,E.,Peoples,,,TRUE,me,lower,125,Democratic,c3ab121485fe489f9ed05a76fb6031a6,http://www.maine.gov/legis/housedems/representatives/images/125highresphotos/peoplemug.jpg,13:39.9,49:11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEL000127,Matthew J. Peterson,Matthew,J.,Peterson,,,TRUE,me,lower,92,Democratic,23c2c26c04274b85ae69757129fdb2dd,http://www.maine.gov/legis/housedems/representatives/images/PetersonMugcolor.JPG,13:39.8,49:10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000119,John J. Picchiotti,John,J.,Picchiotti,,,TRUE,me,lower,84,Republican,6cb619955be24e04865374e696f07d32,http://www.maine.gov/legis/house_gop/_images/piccjj.jpg,13:39.8,49:11.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEL000167,Donald E. Pilon,Donald,E.,Pilon,,,TRUE,me,lower,133,Democratic,9abd9f7182d44620904662b8c8b65727,http://www.maine.gov/legis/housedems/representatives/images/PilonMug2color.JPG,13:39.9,49:11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEL000033,Debra D. Plowman,Debra,D.,Plowman,,,TRUE,me,upper,33,Republican,f57152857de94871a349236d48eac170,http://www.maine.gov/legis/senate/images/plowman1.jpg,13:39.2,49:11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000146,Gary E. Plummer,Gary,E.,Plummer,,,TRUE,me,lower,111,Republican,fcefb32f0cd74114a8d26d5765022f4f,http://www.maine.gov/legis/house_gop/_images/plumge.jpg,13:39.8,49:10.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000095,Kerri L. Prescott,Kerri,L.,Prescott,,,TRUE,me,lower,60,Republican,1f14fefc1e4641d18688b050dfae5c25,http://www.maine.gov/legis/house_gop/_images/preskl.jpg,13:39.6,49:10.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEL000098,Charles R. Priest,Charles,R.,Priest,,,TRUE,me,lower,63,Democratic,1f3f163a24974968b3d1a04402eea697,http://www.maine.gov/legis/house/photo125/priecr.jpg,13:39.6,49:10.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEL000132,Helen Rankin,Helen,,Rankin,,,TRUE,me,lower,97,Democratic,7203f8cca9f54e64a97e65d8d3fa50e8,http://www.maine.gov/legis/housedems/representatives/images/rankinmugcolor.JPG,13:39.8,49:11.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000029,Kevin L. Raye,Kevin,L.,Raye,,,TRUE,me,upper,29,Republican,83aed04562c743dc8d4ac484641ddfd7,http://www.maine.gov/legis/senate_gop/_images/raye.jpg,13:39.2,48:45.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000022,Christopher W. Rector,Christopher,W.,Rector,,,TRUE,me,upper,22,Republican,ccea16739f86466c87ab1735d001f9ef,http://www.maine.gov/legis/senate_gop/_images/rector.jpg,13:39.1,49:11.2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MEL000084,Wesley E. Richardson,Wesley,E.,Richardson,,,TRUE,me,lower,49,Republican,0f9dc8645fcd443985c8087b0a85670d,http://www.maine.gov/legis/house_gop/_images/richwe.jpg,13:39.6,49:11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000058,David E. Richardson,David,E.,Richardson,,,TRUE,me,lower,23,Republican,0a2cb35a3fb9408cb053a0cebb7a9e9f,http://www.maine.gov/legis/house_gop/_images/richde.jpg,13:39.4,49:11.3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MEL000077,Peter B. Rioux,Peter,B.,Rioux,,,TRUE,me,lower,42,Republican,99356e9a19454248bd5e8e2d821a56a3,http://www.maine.gov/legis/house_gop/_images/rioupb.jpg,13:39.6,49:11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEL000170,Megan M. Rochelo,Megan,M.,Rochelo,,,TRUE,me,lower,136,Democratic,000b9e50aa104e498b12b63c72ccd346,http://www.maine.gov/legis/house/photo125/rochmm.jpg,13:39.9,49:11.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEL000075,Kimberley C. Rosen,Kimberley,C.,Rosen,,,TRUE,me,lower,40,Republican,69dcf7d11c4145bab50a75e06f6400ac,http://www.maine.gov/legis/house_gop/_images/rosekc.jpg,13:39.6,49:11.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEL000031,Richard W. Rosen,Richard,W.,Rosen,,,TRUE,me,upper,31,Republican,6c83ec7a98d04867a0d787d66768d1a6,http://www.maine.gov/legis/senate_gop/_images/rosen.jpg,13:39.2,49:10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000109,Margaret R. Rotundo,Margaret,R.,Rotundo,,,TRUE,me,lower,74,Democratic,5ac42b02cf754774a83c9e16d5fe20b8,http://www.maine.gov/legis/housedems/representatives/images/RotundoMugcolor.jpg,13:39.7,49:10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000155,Diane Russell,Diane,,Russell,,,TRUE,me,lower,120,Democratic,a3ec453cb4814dab8862916d9f3b85f2,http://www.maine.gov/legis/housedems/representatives/images/russellmugcolor.JPG,13:39.8,49:11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEL000164,Linda F Sanborn,Linda,F,Sanborn,,,TRUE,me,lower,130,Democratic,97c32d309d614bdca728836498477320,http://www.maine.gov/legis/housedems/representatives/images/sanbornmugcolor.JPG,13:39.9,49:10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000087,Deborah J. Sanderson,Deborah,J.,Sanderson,,,TRUE,me,lower,52,Republican,607ee38a2d7149eaa9f6f0f508bad811,http://www.maine.gov/legis/house/photo125/sanddj.jpg,13:39.6,49:11.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000134,Ralph W. Sarty Jr.,Ralph,W.,Sarty,Jr.,,TRUE,me,lower,99,Republican,8b62e7437c52413b8c418888e7cc346e,http://www.maine.gov/legis/house_gop/_images/sartrw.jpg,13:39.8,49:10.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MEL000018,Thomas B. Saviello,Thomas,B.,Saviello,,,TRUE,me,upper,18,Republican,31da3c49d069480e85c94472c263da00,http://www.maine.gov/legis/senate_gop/_images/saviello.jpg,13:39.1,49:11.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEL000030,Elizabeth M. Schneider,Elizabeth,M.,Schneider,,,TRUE,me,upper,30,Democratic,23cb982117184777be9324c869295297,http://www.maine.gov/legis/senate/images/EMS%20Headshot.jpg,13:39.2,49:11.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000137,Michael A. Shaw,Michael,A.,Shaw,,,TRUE,me,lower,102,Democratic,30c0ee9b5e30408dadb7e99678d78dcb,http://www.maine.gov/legis/housedems/representatives/images/shawmugcolor.JPG,13:39.8,49:10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MEL000034,Roger L. Sherman,Roger,L.,Sherman,,,TRUE,me,upper,34,Republican,e64906436a254899ba3f0f0b04758eda,http://www.maine.gov/legis/senate_gop/_images/sherman.jpg,13:39.2,49:10.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEL000162,Heather W. Sirocki,Heather,W.,Sirocki,,,TRUE,me,lower,128,Republican,d99ba660d36243bba2520259c651dbdf,http://www.maine.gov/legis/house/photo125/sirohw.jpg,13:39.9,49:10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000015,Lois A. Snowe-Mello,Lois,A.,Snowe-Mello,,,TRUE,me,upper,15,Republican,3f99c59727334ce2beebb7863c7783aa,http://www.maine.gov/legis/senate_gop/_images/snowe-mello.jpg,13:39.0,49:10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000052,Sara R. Stevens,Sara,R.,Stevens,,,TRUE,me,lower,17,Democratic,6cfdd08954ed4726900ede6e39e92c8f,http://www.maine.gov/legis/housedems/representatives/images/stevensmugccolor.JPG,13:39.3,49:11.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000143,Meredith N. Strang Burgess,Meredith,N.,Strang Burgess,,,TRUE,me,lower,108,Republican,1d0c13ae6ed84be0859d67cfcabfd1d5,http://www.maine.gov/legis/house/photo125/stramn.jpg,13:39.8,49:10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000149,Peter C. Stuckey,Peter,C.,Stuckey,,,TRUE,me,lower,114,Democratic,037db3f534094f348806cf24cc0447b4,http://www.maine.gov/legis/house/photo125/stucpc.jpg,13:39.8,49:10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEL000004,Nancy B. Sullivan,Nancy,B.,Sullivan,,,TRUE,me,upper,4,Democratic,6b9e6a5e0acb47b591996484f439be6b,http://www.mainesenate.org/wp-content/uploads/2011/02/sullivan.png,13:38.7,49:11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000037,Charles Kenneth Theriault,Charles,Kenneth,Theriault,,,TRUE,me,lower,2,Democratic,74a004dc5e1f4e44b3615857154c94a1,http://www.maine.gov/legis/house/photo125/therck.jpg,13:39.2,49:11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEL000023,Michael D. Thibodeau,Michael,D.,Thibodeau,,,TRUE,me,upper,23,Republican,a114b580274c4ce596d80c86e9872a75,http://www.maine.gov/legis/senate_gop/_images/thibodeau.jpg,13:39.1,49:10.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MEL000027,Douglas A. Thomas,Douglas,A.,Thomas,,,TRUE,me,upper,27,Republican,f49c1789060d4fa6b4d285e040f5fd25,http://www.maine.gov/legis/senate_gop/_images/thomas.jpg,13:39.2,49:11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000068,Dianne C. Tilton,Dianne,C.,Tilton,,,TRUE,me,lower,33,Republican,9a3787586fbd403d8a655e0a39be4979,http://www.maine.gov/legis/house_gop/_images/tiltd_.jpg,13:39.5,49:11.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEL000131,Jeffrey L. Timberlake,Jeffrey,L.,Timberlake,,,TRUE,me,lower,96,Republican,30d15a842c9443899101f36eea4281b9,http://www.maine.gov/legis/house/photo125/timbjl.jpg,13:39.8,49:10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000020,A. David Trahan, A.,David,Trahan,,,TRUE,me,upper,20,Republican,1b7150269eaa44a6bbdb55f4b3038334,http://www.maine.gov/legis/senate_gop/_images/trahan.jpg,13:39.1,48:45.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MEL000114,Sharon Anglin Treat,Sharon,Anglin,Treat,,,TRUE,me,lower,79,Democratic,71a0c9b0aa79463bb564b7a67da4f112,http://www.maine.gov/legis/house/photo125/treasa.jpg,13:39.7,49:11.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEL000046,Beth P. Turner,Beth,P.,Turner,,,TRUE,me,lower,11,Republican,c05ae0b9b2f74a31a4ca0f37dcb41b5c,http://www.maine.gov/legis/house/photo125/turnbp.jpg,13:39.2,49:10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000177,John L. Tuttle Jr.,John,L.,Tuttle,Jr.,,TRUE,me,lower,143,Democratic,8085b4bebce54b0f80e8d5fb3f86f1de,http://www.maine.gov/legis/housedems/representatives/images/TuttleMugcolor.JPG,13:39.9,49:10.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEL000168,Linda M. Valentino,Linda,M.,Valentino,,,TRUE,me,lower,134,Democratic,4995791796694f2799679f351ba502b5,http://maine.gov/legis/housedems/representatives/images/ValentinoMug.jpg,13:39.9,49:11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEL000161,Amy Fern Volk,Amy,Fern,Volk,,,TRUE,me,lower,127,Republican,b83e5ee5dde44a4fb0309a04d312d8d1,http://www.maine.gov/legis/house_gop/_images/volkaf.jpg,13:39.9,49:10.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MEL000108,Richard V Wagner,Richard,V,Wagner,,,TRUE,me,lower,73,Democratic,63e5fdfac87f4b27bfe9ccf78d40f6e2,http://www.maine.gov/legis/housedems/representatives/images/WagnerMugcolor.JPG,13:39.7,49:10.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEL000187,Raymond A. Wallace ,Raymond A.,,Wallace,,,TRUE,me,lower,24,Republican,f17160dde17b4c52ac4d645d7341e11c,,36:14.8,49:10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000133,G. Paul Waterhouse,G. Paul,,Waterhouse,,,TRUE,me,lower,98,Republican,dc0acc7e88a14f69b1cb7674d2895677,http://www.maine.gov/legis/house_gop/_images/wategp.jpg,13:39.8,49:11.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MEL000184,Windol C. Weaver,Windol,C.,Weaver,,,TRUE,me,lower,150,Republican,c85201cc0e0b4d24b196540c35687477,http://www.maine.gov/legis/house_gop/_images/weavwc.jpg,13:40.0,49:11.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEL000141,David C. Webster,David,C.,Webster,,,TRUE,me,lower,106,Democratic,1190af937e754ac9b255c9f1cb56185d,http://www.maine.gov/legis/housedems/representatives/images/WebsterMug2color.JPG,13:39.8,49:10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000081,Joan W. Welsh,Joan,W.,Welsh,,,TRUE,me,lower,46,Democratic,ea8ed7dddb874feb9e54f8387126b886,http://www.maine.gov/legis/house/photo125/welsjw.jpg,13:39.6,49:10.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MEL000026,Rodney L. Whittemore,Rodney,L.,Whittemore,,,TRUE,me,upper,26,Republican,91298cfc23344b07b639d2f2148f2172,http://www.maine.gov/legis/senate_gop/_images/whittemore.jpg,13:39.1,49:10.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MEL000042,Alexander Reginald Willette,Alexander,Reginald,Willette,,,TRUE,me,lower,7,Republican,55315ba883714a1ea9f826b4bbdc5757,http://www.maine.gov/legis/house/photo125/willar.jpg,13:39.2,49:11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MEL000040,Michael J. Willette,Michael,J.,Willette,,,TRUE,me,lower,5,Republican,ec65d655e4b34ab6812517e9a6f3123a,http://www.maine.gov/legis/house/photo125/willmj.jpg,13:39.2,49:11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEL000130,Tom J. Winsor,Tom,J.,Winsor,,,TRUE,me,lower,95,Republican,aa85ba354adc4bf1a89822182e964363,http://www.maine.gov/legis/house/photo125/winstj.jpg,13:39.8,49:10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEL000059,Frederick L. Wintle,Frederick,L.,Wintle,,,FALSE,me,,,,9de0cdb1e8064b2e98f9a722eeba6136,http://www.maine.gov/legis/house_gop/_images/wintfl.jpg,13:39.4,22:16.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
