level,country,state,session,chamber,bill_id,type,name,leg_id
state,us,co,2011A,lower,HB 11-1002,primary,NIKKEL,COL000073
state,us,co,2011A,lower,HB 11-1002,primary,KOPP,
state,us,co,2011A,lower,HB 11-1273,primary,NIKKEL,COL000073
state,us,co,2011A,lower,HB 11-1273,primary,KOPP,
state,us,co,2011A,lower,HB 11-1076,primary,RIESBERG,
state,us,co,2011A,lower,HB 11-1076,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1216,primary,RIESBERG,
state,us,co,2011A,lower,HB 11-1216,primary,AGUILAR,COL000035
state,us,co,2011A,lower,HB 11-1041,primary,RIESBERG,
state,us,co,2011A,lower,HB 11-1041,primary,HARVEY,COL000031
state,us,co,2011A,lower,HB 11-1128,primary,RIESBERG,
state,us,co,2011A,lower,HB 11-1128,primary,WILLIAMS S.,COL000009
state,us,co,2011A,lower,HB 11-1173,primary,RIESBERG,
state,us,co,2011A,lower,HB 11-1173,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1115,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1115,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1145,primary,MCCANN,COL000072
state,us,co,2011A,lower,HB 11-1145,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1163,primary,VAAD,COL000098
state,us,co,2011A,lower,HB 11-1163,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1211,primary,PACE,COL000055
state,us,co,2011A,lower,HB 11-1211,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1222,primary,CONTI,COL000076
state,us,co,2011A,lower,HB 11-1222,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1243,primary,PACE,COL000055
state,us,co,2011A,lower,HB 11-1243,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1272,primary,VAAD,COL000098
state,us,co,2011A,lower,HB 11-1272,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1015,primary,JONES,COL000082
state,us,co,2011A,lower,HB 11-1015,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1040,primary,BROWN,COL000077
state,us,co,2011A,lower,HB 11-1040,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1050,primary,SOPER,COL000075
state,us,co,2011A,lower,HB 11-1050,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1070,primary,SOPER,COL000075
state,us,co,2011A,lower,HB 11-1070,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1144,primary,SOLANO,COL000089
state,us,co,2011A,lower,HB 11-1144,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1202,primary,LABUDA,COL000063
state,us,co,2011A,lower,HB 11-1202,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1249,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1249,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1251,primary,CONTI,COL000076
state,us,co,2011A,lower,HB 11-1251,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1269,primary,MIKLOSI,COL000071
state,us,co,2011A,lower,HB 11-1269,primary,TOCHTROP,COL000001
state,us,co,2011A,lower,HB 11-1156,primary,BECKER,COL000043
state,us,co,2011A,lower,HB 11-1156,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1182,primary,FERRANDINO,COL000066
state,us,co,2011A,lower,HB 11-1182,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1279,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1279,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1161,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1161,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1289,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1289,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1306,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1306,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1312,primary,BECKER,COL000043
state,us,co,2011A,lower,HB 11-1312,primary,HODGE,COL000002
state,us,co,2011A,lower,HB 11-1045,primary,KEFALAS,COL000094
state,us,co,2011A,lower,HB 11-1045,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1188,primary,LISTON,COL000086
state,us,co,2011A,lower,HB 11-1188,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1195,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1195,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1227,primary,PENISTON,COL000064
state,us,co,2011A,lower,HB 11-1227,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1244,primary,FISCHER,COL000093
state,us,co,2011A,lower,HB 11-1244,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1258,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1258,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1287,primary,LEVY,COL000081
state,us,co,2011A,lower,HB 11-1287,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1295,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1295,primary,NEWELL,COL000003
state,us,co,2011A,lower,HJR 11-1015,primary,NIKKEL,COL000073
state,us,co,2011A,lower,HJR 11-1015,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1009,primary,WALLER,COL000083
state,us,co,2011A,lower,HB 11-1009,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1027,primary,LOOPER,COL000087
state,us,co,2011A,lower,HB 11-1027,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1032,primary,LEE,COL000088
state,us,co,2011A,lower,HB 11-1032,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1102,primary,SUMMERS,COL000053
state,us,co,2011A,lower,HB 11-1102,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1153,primary,HULLINGHORST,COL000080
state,us,co,2011A,lower,HB 11-1153,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1181,primary,KEFALAS,COL000094
state,us,co,2011A,lower,HB 11-1181,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1219,primary,LEVY,COL000081
state,us,co,2011A,lower,HB 11-1219,primary,NEWELL,COL000003
state,us,co,2011A,lower,HB 11-1234,primary,VAAD,COL000098
state,us,co,2011A,lower,HB 11-1234,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1246,primary,TODD,COL000062
state,us,co,2011A,lower,HB 11-1246,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1298,primary,TYLER,COL000054
state,us,co,2011A,lower,HB 11-1298,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1055,primary,BEEZLEY,COL000095
state,us,co,2011A,lower,HB 11-1055,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1059,primary,SWALM,COL000097
state,us,co,2011A,lower,HB 11-1059,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1077,primary,PENISTON,COL000064
state,us,co,2011A,lower,HB 11-1077,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1168,primary,MURRAY,COL000058
state,us,co,2011A,lower,HB 11-1168,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1183,primary,BRADFORD,COL000096
state,us,co,2011A,lower,HB 11-1183,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1207,primary,MASSEY,COL000040
state,us,co,2011A,lower,HB 11-1207,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1212,primary,TYLER,COL000054
state,us,co,2011A,lower,HB 11-1212,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1221,primary,FIELDS,COL000059
state,us,co,2011A,lower,HB 11-1221,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1226,primary,CONTI,COL000076
state,us,co,2011A,lower,HB 11-1226,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1270,primary,BEEZLEY,COL000095
state,us,co,2011A,lower,HB 11-1270,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1318,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HB 11-1318,primary,SPENCE,COL000004
state,us,co,2011A,lower,HB 11-1026,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1026,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1033,primary,WILLIAMS A.,COL000069
state,us,co,2011A,lower,HB 11-1033,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1190,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1190,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1293,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HB 11-1293,primary,JAHN,COL000005
state,us,co,2011A,lower,HJR 11-1019,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HJR 11-1019,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1058,primary,PABON,COL000068
state,us,co,2011A,lower,HB 11-1058,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1074,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1074,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1079,primary,CASSO,COL000046
state,us,co,2011A,lower,HB 11-1079,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1085,primary,SCHAFER S.,COL000047
state,us,co,2011A,lower,HB 11-1085,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1111,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1111,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1122,primary,SCHAFER S.,COL000047
state,us,co,2011A,lower,HB 11-1122,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1150,primary,BECKER,COL000043
state,us,co,2011A,lower,HB 11-1150,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1160,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1160,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1213,primary,WILLIAMS A.,COL000069
state,us,co,2011A,lower,HB 11-1213,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1260,primary,DELGROSSO,COL000091
state,us,co,2011A,lower,HB 11-1260,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1313,primary,MASSEY,COL000040
state,us,co,2011A,lower,HB 11-1313,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1314,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1314,primary,JAHN,COL000005
state,us,co,2011A,lower,HB 11-1016,primary,SUMMERS,COL000053
state,us,co,2011A,lower,HB 11-1016,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1230,primary,DURAN,COL000067
state,us,co,2011A,lower,HB 11-1230,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1281,primary,JOSHI,COL000084
state,us,co,2011A,lower,HB 11-1281,primary,BOYD,COL000006
state,us,co,2011A,lower,HJR 11-1018,primary,MASSEY,COL000040
state,us,co,2011A,lower,HJR 11-1018,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1019,primary,KAGAN,COL000065
state,us,co,2011A,lower,HB 11-1019,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1030,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1030,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1148,primary,LABUDA,COL000063
state,us,co,2011A,lower,HB 11-1148,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1152,primary,LABUDA,COL000063
state,us,co,2011A,lower,HB 11-1152,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1164,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1164,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1193,primary,LABUDA,COL000063
state,us,co,2011A,lower,HB 11-1193,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1194,primary,FIELDS,COL000059
state,us,co,2011A,lower,HB 11-1194,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1217,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1217,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1285,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HB 11-1285,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1323,primary,MASSEY,COL000040
state,us,co,2011A,lower,HB 11-1323,primary,BOYD,COL000006
state,us,co,2011A,lower,HB 11-1185,primary,RAMIREZ,COL000039
state,us,co,2011A,lower,HB 11-1185,primary,MITCHELL,COL000008
state,us,co,2011A,lower,HB 11-1267,primary,MCCANN,COL000072
state,us,co,2011A,lower,HB 11-1267,primary,MITCHELL,COL000008
state,us,co,2011A,lower,HB 11-1178,primary,LOOPER,COL000087
state,us,co,2011A,lower,HB 11-1178,primary,WILLIAMS S.,COL000009
state,us,co,2011A,lower,HB 11-1220,primary,BEEZLEY,COL000095
state,us,co,2011A,lower,HB 11-1220,primary,WILLIAMS S.,COL000009
state,us,co,2011A,lower,HB 11-1236,primary,TODD,COL000062
state,us,co,2011A,lower,HB 11-1236,primary,WILLIAMS S.,COL000009
state,us,co,2011A,lower,HB 11-1275,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1275,primary,WILLIAMS S.,COL000009
state,us,co,2011A,lower,HB 11-1302,primary,WALLER,COL000083
state,us,co,2011A,lower,HB 11-1302,primary,WILLIAMS S.,COL000009
state,us,co,2011A,lower,HB 11-1108,primary,FIELDS,COL000059
state,us,co,2011A,lower,HB 11-1108,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1229,primary,COURT,COL000070
state,us,co,2011A,lower,HB 11-1229,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1232,primary,COURT,COL000070
state,us,co,2011A,lower,HB 11-1232,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1315,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1315,primary,CARROLL,COL000010
state,us,co,2011A,lower,HJR 11-1020,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HJR 11-1020,primary,CARROLL,COL000010
state,us,co,2011A,lower,HJR 11-1022,primary,FIELDS,COL000059
state,us,co,2011A,lower,HJR 11-1022,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1023,primary,FERRANDINO,COL000066
state,us,co,2011A,lower,HB 11-1023,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1035,primary,COURT,COL000070
state,us,co,2011A,lower,HB 11-1035,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1037,primary,RYDEN,COL000092
state,us,co,2011A,lower,HB 11-1037,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1118,primary,KERR J.,COL000038
state,us,co,2011A,lower,HB 11-1118,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1124,primary,WILLIAMS A.,COL000069
state,us,co,2011A,lower,HB 11-1124,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1127,primary,KAGAN,COL000065
state,us,co,2011A,lower,HB 11-1127,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1282,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1282,primary,CARROLL,COL000010
state,us,co,2011A,lower,HB 11-1005,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1005,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1092,primary,KERR A.,COL000049
state,us,co,2011A,lower,HB 11-1092,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1192,primary,CORAM,COL000078
state,us,co,2011A,lower,HB 11-1192,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1231,primary,FISCHER,COL000093
state,us,co,2011A,lower,HB 11-1231,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1010,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1010,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1024,primary,VIGIL,COL000042
state,us,co,2011A,lower,HB 11-1024,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1116,primary,SZABO,COL000050
state,us,co,2011A,lower,HB 11-1116,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1187,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1187,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1205,primary,HOLBERT,COL000057
state,us,co,2011A,lower,HB 11-1205,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1271,primary,SCOTT,COL000037
state,us,co,2011A,lower,HB 11-1271,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1280,primary,BEEZLEY,COL000095
state,us,co,2011A,lower,HB 11-1280,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1303,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1303,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1319,primary,BALMER,COL000074
state,us,co,2011A,lower,HB 11-1319,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1324,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1324,primary,BROPHY,COL000011
state,us,co,2011A,lower,HB 11-1011,primary,PENISTON,COL000064
state,us,co,2011A,lower,HB 11-1011,primary,GIRON,COL000012
state,us,co,2011A,lower,HB 11-1068,primary,FISCHER,COL000093
state,us,co,2011A,lower,HB 11-1068,primary,GIRON,COL000012
state,us,co,2011A,lower,HB 11-1109,primary,LISTON,COL000086
state,us,co,2011A,lower,HB 11-1109,primary,GIRON,COL000012
state,us,co,2011A,lower,HJR 11-1005,primary,PACE,COL000055
state,us,co,2011A,lower,HJR 11-1005,primary,GIRON,COL000012
state,us,co,2011A,lower,HB 11-1083,primary,SWERDFEGER,COL000056
state,us,co,2011A,lower,HB 11-1083,primary,GIRON,COL000012
state,us,co,2011A,lower,HB 11-1087,primary,VIGIL,COL000042
state,us,co,2011A,lower,HB 11-1087,primary,GIRON,COL000012
state,us,co,2011A,lower,HB 11-1311,primary,SWERDFEGER,COL000056
state,us,co,2011A,lower,HB 11-1311,primary,GIRON,COL000012
state,us,co,2011A,lower,HB 11-1300,primary,LOOPER,COL000087
state,us,co,2011A,lower,HB 11-1300,primary,GRANTHAM,COL000013
state,us,co,2011A,lower,HJR 11-1017,primary,SWALM,COL000097
state,us,co,2011A,lower,HJR 11-1017,primary,GRANTHAM,COL000013
state,us,co,2011A,lower,HB 11-1084,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1084,primary,GRANTHAM,COL000013
state,us,co,2011A,lower,HB 11-1034,primary,WILSON,COL000041
state,us,co,2011A,lower,HB 11-1034,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1047,primary,JONES,COL000082
state,us,co,2011A,lower,HB 11-1047,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1062,primary,VIGIL,COL000042
state,us,co,2011A,lower,HB 11-1062,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1081,primary,BROWN,COL000077
state,us,co,2011A,lower,HB 11-1081,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1133,primary,WILSON,COL000041
state,us,co,2011A,lower,HB 11-1133,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1159,primary,CORAM,COL000078
state,us,co,2011A,lower,HB 11-1159,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1198,primary,KERR J.,COL000038
state,us,co,2011A,lower,HB 11-1198,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1228,primary,SOLANO,COL000089
state,us,co,2011A,lower,HB 11-1228,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1247,primary,PABON,COL000068
state,us,co,2011A,lower,HB 11-1247,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1255,primary,DELGROSSO,COL000091
state,us,co,2011A,lower,HB 11-1255,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1274,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1274,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HJR 11-1011,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HJR 11-1011,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1006,primary,CORAM,COL000078
state,us,co,2011A,lower,HB 11-1006,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1158,primary,BRADFORD,COL000096
state,us,co,2011A,lower,HB 11-1158,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1177,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1177,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1286,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HB 11-1286,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HB 11-1301,primary,WALLER,COL000083
state,us,co,2011A,lower,HB 11-1301,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HJR 11-1008,primary,SONNENBERG,COL000045
state,us,co,2011A,lower,HJR 11-1008,primary,SCHWARTZ,COL000014
state,us,co,2011A,lower,HJR 11-1012,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HJR 11-1012,primary,SCHEFFEL,COL000015
state,us,co,2011A,lower,HB 11-1141,primary,HOLBERT,COL000057
state,us,co,2011A,lower,HB 11-1141,primary,SCHEFFEL,COL000015
state,us,co,2011A,lower,HB 11-1263,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1263,primary,SCHEFFEL,COL000015
state,us,co,2011A,lower,HB 11-1080,primary,TODD,COL000062
state,us,co,2011A,lower,HB 11-1080,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1261,primary,WALLER,COL000083
state,us,co,2011A,lower,HB 11-1261,primary,KING S.,COL000016
state,us,co,2011A,lower,HJR 11-1024,primary,BRADFORD,COL000096
state,us,co,2011A,lower,HJR 11-1024,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1007,primary,BRADFORD,COL000096
state,us,co,2011A,lower,HB 11-1007,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1018,primary,TYLER,COL000054
state,us,co,2011A,lower,HB 11-1018,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1036,primary,GARDNER D.,COL000079
state,us,co,2011A,lower,HB 11-1036,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1051,primary,SWERDFEGER,COL000056
state,us,co,2011A,lower,HB 11-1051,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1117,primary,MCCANN,COL000072
state,us,co,2011A,lower,HB 11-1117,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1136,primary,WILLIAMS A.,COL000069
state,us,co,2011A,lower,HB 11-1136,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1223,primary,SCOTT,COL000037
state,us,co,2011A,lower,HB 11-1223,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1308,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1308,primary,KING S.,COL000016
state,us,co,2011A,lower,HB 11-1014,primary,DELGROSSO,COL000091
state,us,co,2011A,lower,HB 11-1014,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1090,primary,COURT,COL000070
state,us,co,2011A,lower,HB 11-1090,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1120,primary,GEROU,COL000048
state,us,co,2011A,lower,HB 11-1120,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1200,primary,BARKER,COL000085
state,us,co,2011A,lower,HB 11-1200,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1248,primary,KERR J.,COL000038
state,us,co,2011A,lower,HB 11-1248,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1008,primary,KERR J.,COL000038
state,us,co,2011A,lower,HB 11-1008,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1049,primary,BARKER,COL000085
state,us,co,2011A,lower,HB 11-1049,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1106,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1106,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1123,primary,CORAM,COL000078
state,us,co,2011A,lower,HB 11-1123,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1239,primary,NIKKEL,COL000073
state,us,co,2011A,lower,HB 11-1239,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1276,primary,BROWN,COL000077
state,us,co,2011A,lower,HB 11-1276,primary,ROBERTS,COL000017
state,us,co,2011A,lower,HB 11-1098,primary,SCOTT,COL000037
state,us,co,2011A,lower,HB 11-1098,primary,LAMBERT,COL000018
state,us,co,2011A,lower,HB 11-1257,primary,BECKER,COL000043
state,us,co,2011A,lower,HB 11-1257,primary,LAMBERT,COL000018
state,us,co,2011A,lower,HB 11-1088,primary,BARKER,COL000085
state,us,co,2011A,lower,HB 11-1088,primary,LAMBERT,COL000018
state,us,co,2011A,lower,HB 11-1105,primary,ACREE,COL000061
state,us,co,2011A,lower,HB 11-1105,primary,WHITE,COL000019
state,us,co,2011A,lower,HB 11-1157,primary,CASSO,COL000046
state,us,co,2011A,lower,HB 11-1157,primary,WHITE,COL000019
state,us,co,2011A,lower,HB 11-1218,primary,BAUMGARDNER,COL000099
state,us,co,2011A,lower,HB 11-1218,primary,WHITE,COL000019
state,us,co,2011A,lower,HB 11-1264,primary,PRIOLA,COL000036
state,us,co,2011A,lower,HB 11-1264,primary,WHITE,COL000019
state,us,co,2011A,lower,HB 11-1294,primary,BROWN,COL000077
state,us,co,2011A,lower,HB 11-1294,primary,WHITE,COL000019
state,us,co,2011A,lower,HB 11-1052,primary,HULLINGHORST,COL000080
state,us,co,2011A,lower,HB 11-1052,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1072,primary,MCNULTY,COL000060
state,us,co,2011A,lower,HB 11-1072,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1091,primary,LISTON,COL000086
state,us,co,2011A,lower,HB 11-1091,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1100,primary,LOOPER,COL000087
state,us,co,2011A,lower,HB 11-1100,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1101,primary,SWALM,COL000097
state,us,co,2011A,lower,HB 11-1101,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1138,primary,GARDNER B.,COL000052
state,us,co,2011A,lower,HB 11-1138,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1154,primary,HAMNER,COL000090
state,us,co,2011A,lower,HB 11-1154,primary,MORSE,COL000020
state,us,co,2011A,lower,HB 11-1288,primary,LISTON,COL000086
state,us,co,2011A,lower,HB 11-1288,primary,MORSE,COL000020
state,us,co,2011A,lower,HJR 11-1001,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HJR 11-1001,primary,MORSE,COL000020
state,us,co,2011A,lower,HJR 11-1002,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HJR 11-1002,primary,MORSE,COL000020
state,us,co,2011A,lower,HJR 11-1003,primary,STEPHENS,COL000051
state,us,co,2011A,lower,HJR 11-1003,primary,MORSE,COL000020
state,us,co,2011A,lower,HJR 11-1006,primary,BARKER,COL000085
