level,country,state,session,chamber,bill_id,type,name,leg_id
state,us,co,2011A,upper,SJR 11-044,primary,SCHWARTZ,COL000014
state,us,co,2011A,upper,SJR 11-044,primary,JONES,COL000082
state,us,co,2011A,upper,SB 11-203,primary,SCHWARTZ,COL000014
state,us,co,2011A,upper,SB 11-203,primary,SONNENBERG,COL000045
state,us,co,2011A,upper,SB 11-208,primary,SCHWARTZ,COL000014
state,us,co,2011A,upper,SB 11-208,primary,SONNENBERG,COL000045
state,us,co,2011A,upper,SB 11-258,primary,SCHWARTZ,COL000014
state,us,co,2011A,upper,SB 11-258,primary,VIGIL,COL000042
state,us,co,2011A,upper,SB 11-269,primary,SCHWARTZ,COL000014
state,us,co,2011A,upper,SB 11-269,primary,KERR A.,COL000049
state,us,co,2011A,upper,SB 11-026,primary,SCHEFFEL,COL000015
state,us,co,2011A,upper,SB 11-026,primary,HOLBERT,COL000057
state,us,co,2011A,upper,SJR 11-037,primary,SCHEFFEL,COL000015
state,us,co,2011A,upper,SJR 11-037,primary,HAMNER,COL000090
state,us,co,2011A,upper,SJR 11-043,primary,SCHEFFEL,COL000015
state,us,co,2011A,upper,SJR 11-043,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-118,primary,SCHEFFEL,COL000015
state,us,co,2011A,upper,SB 11-262,primary,SCHEFFEL,COL000015
state,us,co,2011A,upper,SB 11-262,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-027,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-046,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-098,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-113,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-241,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-241,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SJR 11-050,primary,KING S.,COL000016
state,us,co,2011A,upper,SJR 11-050,primary,SCOTT,COL000037
state,us,co,2011A,upper,SB 11-082,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-082,primary,ACREE,COL000061
state,us,co,2011A,upper,SB 11-093,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-093,primary,VAAD,COL000098
state,us,co,2011A,upper,SB 11-173,primary,KING S.,COL000016
state,us,co,2011A,upper,SB 11-173,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SB 11-035,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SB 11-035,primary,CORAM,COL000078
state,us,co,2011A,upper,SB 11-050,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SB 11-050,primary,GEROU,COL000048
state,us,co,2011A,upper,SJM 11-001,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SJM 11-001,primary,BROWN,COL000077
state,us,co,2011A,upper,SJR 11-042,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SJR 11-042,primary,BROWN,COL000077
state,us,co,2011A,upper,SB 11-083,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SB 11-083,primary,BARKER,COL000085
state,us,co,2011A,upper,SB 11-104,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SB 11-104,primary,HOLBERT,COL000057
state,us,co,2011A,upper,SB 11-201,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SB 11-201,primary,BARKER,COL000085
state,us,co,2011A,upper,SB 11-261,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SB 11-261,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SJR 11-005,primary,ROBERTS,COL000017
state,us,co,2011A,upper,SJR 11-005,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-023,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-023,primary,PRIOLA,COL000036
state,us,co,2011A,upper,SB 11-054,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-054,primary,BALMER,COL000074
state,us,co,2011A,upper,SB 11-074,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-074,primary,KERR J.,COL000038
state,us,co,2011A,upper,SB 11-097,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-097,primary,HOLBERT,COL000057
state,us,co,2011A,upper,SCR 11-002,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SCR 11-002,primary,HOLBERT,COL000057
state,us,co,2011A,upper,SCR 11-003,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SCR 11-003,primary,JOSHI,COL000084
state,us,co,2011A,upper,SCR 11-004,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SCR 11-004,primary,JOSHI,COL000084
state,us,co,2011A,upper,SB 11-156,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-156,primary,BECKER,COL000043
state,us,co,2011A,upper,SB 11-161,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-161,primary,BECKER,COL000043
state,us,co,2011A,upper,SB 11-163,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-163,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-181,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SB 11-181,primary,KERR J.,COL000038
state,us,co,2011A,upper,SJR 11-009,primary,LAMBERT,COL000018
state,us,co,2011A,upper,SJR 11-009,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-125,primary,WHITE,COL000019
state,us,co,2011A,upper,SB 11-125,primary,SONNENBERG,COL000045
state,us,co,2011A,upper,SJR 11-040,primary,WHITE,COL000019
state,us,co,2011A,upper,SJR 11-040,primary,BROWN,COL000077
state,us,co,2011A,upper,SB 11-081,primary,WHITE,COL000019
state,us,co,2011A,upper,SB 11-081,primary,MCCANN,COL000072
state,us,co,2011A,upper,SB 11-020,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-020,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SB 11-107,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-107,primary,BARKER,COL000085
state,us,co,2011A,upper,SJR 11-011,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-011,primary,MASSEY,COL000040
state,us,co,2011A,upper,SJR 11-012,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-012,primary,GEROU,COL000048
state,us,co,2011A,upper,SJR 11-022,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-022,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SJR 11-032,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-032,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SJR 11-052,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-052,primary,BARKER,COL000085
state,us,co,2011A,upper,SJR 11-054,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-054,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SR 11-001,primary,MORSE,COL000020
state,us,co,2011A,upper,SR 11-002,primary,MORSE,COL000020
state,us,co,2011A,upper,SR 11-003,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-078,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-078,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SB 11-186,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-186,primary,WALLER,COL000083
state,us,co,2011A,upper,SB 11-198,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-198,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SB 11-260,primary,MORSE,COL000020
state,us,co,2011A,upper,SB 11-260,primary,LEE,COL000088
state,us,co,2011A,upper,SJR 11-001,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-001,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SJR 11-002,primary,MORSE,COL000020
state,us,co,2011A,upper,SJR 11-002,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-031,primary,CADMAN,COL000021
state,us,co,2011A,upper,SB 11-031,primary,LOOPER,COL000087
state,us,co,2011A,upper,SB 11-059,primary,CADMAN,COL000021
state,us,co,2011A,upper,SB 11-062,primary,CADMAN,COL000021
state,us,co,2011A,upper,SB 11-062,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-112,primary,CADMAN,COL000021
state,us,co,2011A,upper,SB 11-202,primary,CADMAN,COL000021
state,us,co,2011A,upper,SB 11-202,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SB 11-030,primary,RENFROE,COL000022
state,us,co,2011A,upper,SB 11-030,primary,DELGROSSO,COL000091
state,us,co,2011A,upper,SB 11-053,primary,RENFROE,COL000022
state,us,co,2011A,upper,SB 11-053,primary,SONNENBERG,COL000045
state,us,co,2011A,upper,SB 11-058,primary,RENFROE,COL000022
state,us,co,2011A,upper,SB 11-127,primary,RENFROE,COL000022
state,us,co,2011A,upper,SB 11-019,primary,KING K.,COL000023
state,us,co,2011A,upper,SB 11-019,primary,STEPHENS,COL000051
state,us,co,2011A,upper,SB 11-024,primary,KING K.,COL000023
state,us,co,2011A,upper,SB 11-024,primary,LOOPER,COL000087
state,us,co,2011A,upper,SB 11-048,primary,KING K.,COL000023
state,us,co,2011A,upper,SB 11-048,primary,SWALM,COL000097
state,us,co,2011A,upper,SB 11-132,primary,KING K.,COL000023
state,us,co,2011A,upper,SB 11-132,primary,CASSO,COL000046
state,us,co,2011A,upper,SJR 11-006,primary,KING K.,COL000023
state,us,co,2011A,upper,SJR 11-006,primary,MASSEY,COL000040
state,us,co,2011A,upper,SJR 11-048,primary,KING K.,COL000023
state,us,co,2011A,upper,SJR 11-048,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-111,primary,KING K.,COL000023
state,us,co,2011A,upper,SB 11-111,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-259,primary,KING K.,COL000023
state,us,co,2011A,upper,SB 11-259,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-006,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-055,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-055,primary,JOSHI,COL000084
state,us,co,2011A,upper,SB 11-056,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-056,primary,BALMER,COL000074
state,us,co,2011A,upper,SB 11-121,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-121,primary,JOSHI,COL000084
state,us,co,2011A,upper,SB 11-122,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-122,primary,DELGROSSO,COL000091
state,us,co,2011A,upper,SJR 11-019,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SJR 11-019,primary,NIKKEL,COL000073
state,us,co,2011A,upper,SB 11-103,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-103,primary,SCOTT,COL000037
state,us,co,2011A,upper,SB 11-237,primary,LUNDBERG,COL000024
state,us,co,2011A,upper,SB 11-001,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-001,primary,KERR A.,COL000049
state,us,co,2011A,upper,SB 11-005,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-005,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-191,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-191,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SB 11-230,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-230,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-266,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-266,primary,RAMIREZ,COL000039
state,us,co,2011A,upper,SJR 11-020,primary,BACON,COL000025
state,us,co,2011A,upper,SJR 11-020,primary,KEFALAS,COL000094
state,us,co,2011A,upper,SJR 11-023,primary,BACON,COL000025
state,us,co,2011A,upper,SJR 11-023,primary,MURRAY,COL000058
state,us,co,2011A,upper,SM 11-001,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-188,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-188,primary,CASSO,COL000046
state,us,co,2011A,upper,SB 11-245,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-245,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-252,primary,BACON,COL000025
state,us,co,2011A,upper,SB 11-252,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-109,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SB 11-109,primary,SOLANO,COL000089
state,us,co,2011A,upper,SJR 11-027,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SJR 11-027,primary,MCNULTY,COL000060
state,us,co,2011A,upper,SJR 11-047,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SJR 11-047,primary,HAMNER,COL000090
state,us,co,2011A,upper,SB 11-085,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SB 11-085,primary,MCCANN,COL000072
state,us,co,2011A,upper,SB 11-271,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SB 11-271,primary,PACE,COL000055
state,us,co,2011A,upper,SCR 11-001,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SCR 11-001,primary,MURRAY,COL000058
state,us,co,2011A,upper,SJR 11-003,primary,SHAFFER B.,COL000026
state,us,co,2011A,upper,SJR 11-003,primary,MCNULTY,COL000060
state,us,co,2011A,upper,SB 11-021,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-021,primary,LOOPER,COL000087
state,us,co,2011A,upper,SB 11-034,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-034,primary,SUMMERS,COL000053
state,us,co,2011A,upper,SB 11-177,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-177,primary,CORAM,COL000078
state,us,co,2011A,upper,SB 11-270,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-270,primary,BALMER,COL000074
state,us,co,2011A,upper,SJR 11-013,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SJR 11-013,primary,DELGROSSO,COL000091
state,us,co,2011A,upper,SJR 11-024,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SJR 11-024,primary,KEFALAS,COL000094
state,us,co,2011A,upper,SB 11-110,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-110,primary,CORAM,COL000078
state,us,co,2011A,upper,SB 11-238,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-238,primary,CORAM,COL000078
state,us,co,2011A,upper,SB 11-251,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-251,primary,LOOPER,COL000087
state,us,co,2011A,upper,SB 11-255,primary,NICHOLSON,COL000027
state,us,co,2011A,upper,SB 11-255,primary,BALMER,COL000074
state,us,co,2011A,upper,SB 11-029,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-029,primary,SUMMERS,COL000053
state,us,co,2011A,upper,SB 11-069,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-069,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-070,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-070,primary,RAMIREZ,COL000039
state,us,co,2011A,upper,SJR 11-004,primary,HUDAK,COL000028
state,us,co,2011A,upper,SJR 11-004,primary,SUMMERS,COL000053
state,us,co,2011A,upper,SJR 11-038,primary,HUDAK,COL000028
state,us,co,2011A,upper,SJR 11-038,primary,DURAN,COL000067
state,us,co,2011A,upper,SB 11-080,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-080,primary,TODD,COL000062
state,us,co,2011A,upper,SB 11-100,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-100,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-133,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-133,primary,NIKKEL,COL000073
state,us,co,2011A,upper,SB 11-227,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-227,primary,VAAD,COL000098
state,us,co,2011A,upper,SB 11-240,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-240,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-247,primary,HUDAK,COL000028
state,us,co,2011A,upper,SB 11-247,primary,KERR J.,COL000038
state,us,co,2011A,upper,SB 11-037,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-037,primary,KERR J.,COL000038
state,us,co,2011A,upper,SB 11-047,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-047,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-052,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-052,primary,MASSEY,COL000040
state,us,co,2011A,upper,SJR 11-014,primary,HEATH,COL000029
state,us,co,2011A,upper,SJR 11-014,primary,SUMMERS,COL000053
state,us,co,2011A,upper,SJR 11-033,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-174,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-174,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-189,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-189,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-268,primary,HEATH,COL000029
state,us,co,2011A,upper,SB 11-268,primary,PABON,COL000068
state,us,co,2011A,upper,SB 11-009,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-009,primary,FISCHER,COL000093
state,us,co,2011A,upper,SB 11-043,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-043,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-044,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-044,primary,LEVY,COL000081
state,us,co,2011A,upper,SB 11-076,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-076,primary,BECKER,COL000043
state,us,co,2011A,upper,SB 11-158,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-158,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-184,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-184,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SJR 11-031,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-096,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-096,primary,MCCANN,COL000072
state,us,co,2011A,upper,SB 11-157,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-157,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SB 11-159,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-159,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SB 11-160,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-160,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-172,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-172,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SB 11-228,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-228,primary,GEROU,COL000048
state,us,co,2011A,upper,SB 11-229,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-229,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SB 11-231,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-231,primary,NIKKEL,COL000073
state,us,co,2011A,upper,SB 11-244,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-244,primary,KAGAN,COL000065
state,us,co,2011A,upper,SB 11-254,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-254,primary,PACE,COL000055
state,us,co,2011A,upper,SB 11-273,primary,STEADMAN,COL000030
state,us,co,2011A,upper,SB 11-273,primary,MASSEY,COL000040
state,us,co,2011A,upper,SB 11-018,primary,HARVEY,COL000031
state,us,co,2011A,upper,SB 11-018,primary,HOLBERT,COL000057
state,us,co,2011A,upper,SB 11-057,primary,HARVEY,COL000031
state,us,co,2011A,upper,SB 11-057,primary,MCNULTY,COL000060
state,us,co,2011A,upper,SB 11-065,primary,HARVEY,COL000031
state,us,co,2011A,upper,SB 11-065,primary,KAGAN,COL000065
state,us,co,2011A,upper,SB 11-129,primary,HARVEY,COL000031
state,us,co,2011A,upper,SB 11-015,primary,FOSTER,COL000032
state,us,co,2011A,upper,SB 11-015,primary,MIKLOSI,COL000071
state,us,co,2011A,upper,SB 11-114,primary,FOSTER,COL000032
state,us,co,2011A,upper,SB 11-114,primary,DURAN,COL000067
state,us,co,2011A,upper,SB 11-086,primary,FOSTER,COL000032
state,us,co,2011A,upper,SB 11-086,primary,MURRAY,COL000058
state,us,co,2011A,upper,SB 11-123,primary,FOSTER,COL000032
state,us,co,2011A,upper,SB 11-123,primary,SUMMERS,COL000053
state,us,co,2011A,upper,SB 11-004,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-004,primary,PABON,COL000068
state,us,co,2011A,upper,SB 11-042,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-042,primary,PABON,COL000068
state,us,co,2011A,upper,SB 11-105,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-105,primary,LEVY,COL000081
state,us,co,2011A,upper,SB 11-119,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-119,primary,PABON,COL000068
state,us,co,2011A,upper,SB 11-075,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-165,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-165,primary,KERR A.,COL000049
state,us,co,2011A,upper,SB 11-243,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-243,primary,PABON,COL000068
state,us,co,2011A,upper,SB 11-256,primary,GUZMAN,COL000033
state,us,co,2011A,upper,SB 11-256,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SB 11-032,primary,JOHNSTON,COL000034
state,us,co,2011A,upper,SB 11-045,primary,JOHNSTON,COL000034
state,us,co,2011A,upper,SB 11-045,primary,LEVY,COL000081
state,us,co,2011A,upper,SB 11-130,primary,JOHNSTON,COL000034
state,us,co,2011A,upper,SB 11-130,primary,KERR A.,COL000049
state,us,co,2011A,upper,SB 11-185,primary,JOHNSTON,COL000034
state,us,co,2011A,upper,SB 11-185,primary,DURAN,COL000067
state,us,co,2011A,upper,SB 11-265,primary,JOHNSTON,COL000034
state,us,co,2011A,upper,SB 11-265,primary,DURAN,COL000067
state,us,co,2011A,upper,SB 11-166,primary,JOHNSTON,COL000034
state,us,co,2011A,upper,SB 11-166,primary,WILSON,COL000041
state,us,co,2011A,upper,SB 11-168,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-168,primary,KEFALAS,COL000094
state,us,co,2011A,upper,SB 11-170,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-170,primary,FERRANDINO,COL000066
state,us,co,2011A,upper,SB 11-171,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-192,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-192,primary,MASSEY,COL000040
state,us,co,2011A,upper,SJR 11-016,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SJR 11-016,primary,KERR J.,COL000038
state,us,co,2011A,upper,SB 11-183,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-183,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SB 11-190,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-190,primary,COURT,COL000070
state,us,co,2011A,upper,SB 11-193,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-193,primary,GARDNER B.,COL000052
state,us,co,2011A,upper,SB 11-242,primary,AGUILAR,COL000035
state,us,co,2011A,upper,SB 11-242,primary,MIKLOSI,COL000071
