,data.v2,APL,APL.r,Trans,Trans.r,Small,Bills,ConApproval,SW,5DayQ,5dayAPL,5dayCC,5dayMod,5dayComm,10DayQ,10dayAPL,10dayCC,10dayMod,10dayComm,15dayQ,15dayAPL,15dayCC,15dayMod,15dayComm,date2,5dayCCf,5dayCCr,5dayAPLf,5dayAPLr,10dayCCf,10dayCCr,10dayAPLf,10dayAPLr,15dayCCf,15dayCCr,15dayAPLf,15dayAPLr
1150,1/25/02,1,1.111111111,1,0.6,1.851851852,10,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1/25/02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1151,1/29/02,2.382282348,2.629285968,0.766684765,0.148091852,5.713868756,184,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1/29/02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1152,2/4/02,1.255319149,3.870561354,0.9765625,0.118962433,25.31104105,24,62,NaN,8.006162302,2.234337296,0.514838551,0.163620717,118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2/4/02,0.061993864,26.91071429,2.150143816,0.650990146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1153,2/5/02,2.394911378,2.421395614,0.745661821,0.168144775,4.483682325,138,62,NaN,5.741453373,2.133829098,0.592174468,0.298232882,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2/5/02,0.096402718,41.87723214,1.938411333,0.621762474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1154,2/6/02,3.018912237,4.200170958,0.744328922,0.070509035,14.68711865,76,62,NaN,5.458744975,2.110733527,0.577367938,0.301299933,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2/6/02,0.093811781,42.20982143,1.936387923,0.621263433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1155,2/7/02,2.181574608,2.542260906,0.912846827,0.191233983,5.562664779,85,62,NaN,4.836563169,2.047536406,0.574996244,0.28628031,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2/7/02,0.110571058,48.97321429,1.904610099,0.612034011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1156,2/8/02,2.907490975,4.021748048,0.985169847,0.121330627,11.23148426,23,62,NaN,6.287608625,2.157283533,0.555896591,0.26615914,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2/8/02,0.082707899,36.35714286,1.985215424,0.630816312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1157,2/12/02,2.85673433,3.435893149,0.675456389,0.087129437,9.3239987,143,62,NaN,5.393323479,2.035488863,0.567329916,0.24881033,66,3.184251416,1.857717672,0.568627883,0.23160284,34,NaN,NaN,NaN,NaN,NaN,2/12/02,0.100987823,44.52455357,1.92325773,0.617916242,0.176978811,78.71205357,1.839125419,0.584314202,NaN,NaN,NaN,NaN
1158,2/13/02,1.896208944,1.887918464,0.822864362,0.334664071,2.448027022,172,62,NaN,4.692887856,2.010622867,0.598405424,0.184761945,72,2.788440251,1.786180857,0.614337474,0.218473495,28,NaN,NaN,NaN,NaN,NaN,2/13/02,0.122418705,53.22544643,1.891769535,0.606981871,0.223105224,98.58705357,1.802615652,0.572020309,NaN,NaN,NaN,NaN
1159,2/14/02,2.655580056,2.927580582,0.808239195,0.122350002,7.282582059,115,62,NaN,4.67903421,2.045741847,0.601962097,0.199198893,62,2.761812664,1.790488346,0.609104763,0.226560218,26,NaN,NaN,NaN,NaN,NaN,2/14/02,0.118234273,52.26116071,1.894463587,0.608084092,0.220360719,98.72098214,1.802359979,0.571947746,NaN,NaN,NaN,NaN
1160,2/26/02,2.589238111,2.793039909,0.684592707,0.115996166,6.366397987,170,62,NaN,4.206031798,1.962244269,0.586680078,0.17908062,57,2.443006192,1.746533848,0.601211265,0.199934614,24,NaN,NaN,NaN,NaN,NaN,2/26/02,0.133846372,59.17410714,1.87744537,0.600672355,0.250160801,112.109375,1.778781659,0.565230539,NaN,NaN,NaN,NaN
1161,2/27/02,2.488994615,2.90286514,0.820996744,0.118072142,8.109552606,109,62,NaN,3.863347076,1.948366638,0.581871341,0.187219604,45,2.507960028,1.756561225,0.59612947,0.203843186,24,NaN,NaN,NaN,NaN,NaN,2/27/02,0.14557801,64.47767857,1.866400507,0.59565576,0.244273904,108.1986607,1.785390201,0.567089976,NaN,NaN,NaN,NaN
1162,2/28/02,2.234879248,3.642557927,0.815818248,0.097702929,13.60937678,70,62,1.928887913,4.144436236,1.962331021,0.584435009,0.190767069,53,2.482495191,1.759136987,0.593180497,0.194246162,22,2.001216801,1.67708412,0.596999896,0.16864186,19,2/28/02,0.134103875,59.70535714,1.876476111,0.600146067,0.244119538,108.375,1.785061621,0.567004427,0.31071637,137.9263393,1.73528883,0.554615582
1163,3/4/02,2.958257049,4.847180251,0.818423384,0.078858791,17.00517769,40,63,1.980477876,6.726750956,2.159250811,0.535900761,0.215852668,71,2.937719081,1.832864981,0.575680458,0.168958959,27,2.062244768,1.69172868,0.598427684,0.178351351,17,3/4/02,0.075487165,33.30580357,2.024106144,0.636564269,0.195296986,87.11383929,1.823383569,0.578711565,0.298779818,133.6450893,1.742136066,0.556204883
1164,3/5/02,2.481849516,2.71008609,0.6982153,0.131114091,5.814972087,130,63,2.035314575,4.989690687,2.070782882,0.549470286,0.153091123,56,2.639500237,1.794465617,0.574227405,0.146112658,25,1.913926925,1.668468833,0.597591694,0.162603696,16,3/5/02,0.10092034,44.890625,1.921397611,0.617406057,0.218984406,97.46428571,1.804746425,0.572633266,0.32421003,143.6964286,1.725800475,0.552563427
1165,3/6/02,2.63839325,3.21062931,0.827229374,0.128000665,7.864377685,129,63,2.119597895,5.779265447,2.170512803,0.531561448,0.2084661,70,2.588192486,1.788639101,0.571836694,0.156991255,27,1.851898977,1.651280851,0.602956242,0.165407891,17,3/6/02,0.08304514,37.10267857,1.977291067,0.629500027,0.222989683,98.97098214,1.801941515,0.571812607,0.339003865,150.7053571,1.71447647,0.550197729
1166,3/7/02,2.41518205,2.211773929,0.779259127,0.19541026,3.651954836,134,63,2.153072172,4.527663435,2.080688212,0.573966796,0.176685695,51,2.270153247,1.749379865,0.581899354,0.151649688,18,1.794006061,1.638538408,0.603721655,0.157993292,14,3/7/02,0.113956213,50.421875,1.899824724,0.610255669,0.259631279,115.6138393,1.772756871,0.563628387,0.352591065,156.7388393,1.705049037,0.548262937
1167,3/11/02,1.333333333,4.294089147,0.899297424,0.062381853,46.42772477,27,63,2.141492741,4.894811711,2.093437048,0.568195444,0.180935563,64,2.500375175,1.775317951,0.59001158,0.159880807,20,1.824005626,1.644280226,0.60025815,0.154229593,14,3/11/02,0.107237611,47,1.912099013,0.614560474,0.240808579,106.3102679,1.788879734,0.568016593,0.343905609,154.3459821,1.708805229,0.549019584
1168,3/12/02,2.739315275,3.04493877,0.69513078,0.103202176,7.487109902,203,63,2.144977095,4.222920682,1.982310886,0.569445487,0.166494757,48,2.574404143,1.792939013,0.560794692,0.159378415,19,1.862043773,1.663049668,0.591567065,0.133755862,15,3/12/02,0.130827073,56.68080357,1.882982283,0.603220182,0.218386817,96.96205357,1.805523929,0.57291017,0.325260392,145.4620536,1.722995066,0.551954848
1169,3/13/02,2.315765509,2.466952301,0.87927968,0.18390727,5.093241976,133,63,2.21025714,3.902641616,1.97414785,0.591631994,0.145935985,43,2.43560855,1.760097104,0.575320197,0.125155436,21,1.81908422,1.64430122,0.604292876,0.118969876,14,3/13/02,0.140604519,62.27008929,1.870975152,0.597681733,0.241635678,107.7745536,1.786210151,0.567296404,0.347126019,154.7589286,1.708057686,0.548888023
1170,3/14/02,2.927295285,4.564776868,0.78115252,0.074244415,16.40684471,85,63,1.861907525,4.363536092,2.011971721,0.60617872,0.13208891,42,2.581624294,1.790173584,0.567456976,0.134876288,19,1.807196162,1.63928369,0.60909264,0.114847488,14,3/14/02,0.129564662,57.82366071,1.880397591,0.602036027,0.220441756,98.46875,1.802875819,0.572084503,0.351623463,156.3973214,1.705639282,0.548370092
1171,3/15/02,NaN,NaN,NaN,NA,NaN,1,63,1.83175267,7.684128086,2.257341801,0.565266151,0.090549952,87,2.942498122,1.828522508,0.573194453,0.122916605,25,1.842861776,1.648185082,0.606409771,0.115795196,14,3/15/02,0.069481432,30.07366071,2.07996065,0.643390932,0.196356375,87.0625,1.82346896,0.578743821,0.341685406,152.6875,1.711365952,0.549552177
1172,3/18/02,2.761642464,4.872119625,0.891663537,0.082723949,19.01604697,63,63,1.786326548,7.198755173,2.241471239,0.56286651,0.086892561,81,2.937400096,1.842178756,0.569580029,0.120777792,25,1.91765492,1.664040915,0.601528004,0.117162636,15,3/18/02,0.073595282,31.76785714,2.049090664,0.63970783,0.192925433,85.765625,1.825981244,0.579566216,0.325271708,145.2946429,1.723129894,0.552012176
1173,3/19/02,2.755701316,3.027915956,0.747432484,0.120584612,6.810699989,149,63,1.274844797,6.733453502,2.253138642,0.559276705,0.067084546,88,2.677091758,1.804285495,0.573054133,0.116478422,24,1.955991473,1.683222609,0.587166604,0.115520379,16,3/19/02,0.077592988,33.31919643,2.024845698,0.636537669,0.215821831,96.34598214,1.806638503,0.573252174,0.309259428,138.2142857,1.734895334,0.554510787
1174,3/20/02,2.333688292,2.266708613,0.560602696,0.170434821,3.194844316,238,63,1.325178578,5.553141996,2.168132707,0.518170473,0.119114674,68,2.440633677,1.7744862,0.566737232,0.118331333,23,1.833913072,1.655239015,0.603714202,0.099147106,14,3/20/02,0.084067985,37.69642857,1.970946189,0.628474322,0.235145552,104.28125,1.79244517,0.569034211,0.340452253,150.9129464,1.714335151,0.550129653
1175,4/9/02,2.263690263,2.054520214,0.552957138,0.222379499,2.256784743,295,57,1.501465789,3.442945852,1.92093341,0.540268608,0.088467424,42,2.052626323,1.699074074,0.582993652,0.097226611,20,1.707386717,1.606992466,0.62017892,0.091972725,13,4/9/02,0.151481271,67.68526786,1.860083094,0.59285515,0.288270025,128.9308036,1.749974533,0.558026051,0.379328253,169.6629464,1.685134028,0.544398769
1176,4/10/02,2.147108217,2.028538471,0.912459597,0.276286541,3.120205721,193,57,1.613054429,2.46797913,1.756344325,0.592476475,0.117450218,30,1.981806247,1.675444787,0.607084842,0.099057554,18,1.59322303,1.554993387,0.639931278,0.08693903,14,4/10/02,0.244188619,108.4799107,1.785189457,0.56695361,0.31909682,141.9330357,1.728948945,0.55318011,0.422438468,190.3125,1.654022851,0.538893001
1177,4/11/02,2.189413727,1.964735139,0.877310964,0.280252923,2.809180088,226,57,1.833396006,1.993520801,1.645720171,0.631025691,0.168758861,21,1.700120538,1.588623136,0.64792718,0.138275578,12,1.490223558,1.494014,0.67311074,0.112954113,11,4/11/02,0.333419545,147.9285714,1.71904662,0.551119126,0.40051557,178.5401786,1.671589865,0.541940167,0.490120315,218.2165179,1.614557367,0.532477684
1178,4/15/02,2.106145251,4.708298755,0.884831461,0.101341282,19.51865359,46,57,1.808885474,2.133206652,1.670609764,0.638974727,0.180179856,23,1.782980205,1.600334181,0.640889799,0.144489536,17,1.499677387,1.495626216,0.672157414,0.113321035,12,4/15/02,0.310916902,138.5111607,1.734188738,0.554403011,0.379801682,169.3214286,1.685642378,0.544496363,0.482572389,217.5245536,1.615269954,0.532624874
1179,4/16/02,2.769457588,2.850698729,0.728388539,0.113260409,6.619749909,378,57,1.882085223,2.218334516,1.679210712,0.674959396,0.159257583,21,1.770357786,1.587181524,0.662412866,0.141343199,16,1.502215118,1.488927721,0.682828413,0.112496758,12,4/16/02,0.312383243,138.8147321,1.733997983,0.554293087,0.393863434,176.6852679,1.674160574,0.542441828,0.498464926,221.0245536,1.611167705,0.531885953
1180,4/17/02,2.850204877,3.559773859,0.742372881,0.077148334,12.01826789,113,57,1.879903769,2.660999949,1.77399556,0.662672803,0.124009589,26,1.743344601,1.572737625,0.66282579,0.139587826,16,1.490671709,1.48637938,0.683860104,0.109144102,12,4/17/02,0.249148367,111.015625,1.780809064,0.565742754,0.404662101,181.0401786,1.667828679,0.541273663,0.496878982,222.1227679,1.609134308,0.531656924
1181,4/18/02,2.707262935,2.689362616,0.751485281,0.11875298,6.286296874,215,57,1.881755757,3.275364234,1.888130604,0.614463025,0.240921652,27,1.650486642,1.540623097,0.677744362,0.135525011,13,1.521332533,1.485042266,0.69124582,0.115168674,13,4/18/02,0.18170256,80.60044643,1.835471097,0.582994851,0.44057649,196.6830357,1.644567454,0.537335076,0.493863551,221.0669643,1.610626398,0.531877083
1182,4/22/02,1.008064516,3.896341463,0.999298738,0.130847029,29.51889898,13,57,1.87648254,6.635940469,2.208426175,0.532443891,0.187790197,69,1.654626478,1.544727395,0.677144418,0.136491571,13,1.511569966,1.485146756,0.690916184,0.11473793,13,4/22/02,0.073994458,32.73883929,2.032469938,0.637702355,0.437753413,194.9553571,1.647638523,0.537751656,0.494090147,221.0223214,1.610514042,0.531886419
1183,4/23/02,2.276689324,2.255168384,0.95026716,0.237582778,3.96192243,150,57,1.99536192,4.183180457,1.987779308,0.588736884,0.106130979,49,1.63806541,1.536119917,0.683366655,0.136318076,13,1.514481009,1.476035522,0.695773001,0.112843968,13,4/23/02,0.135569498,59.171875,1.877702541,0.600674578,0.446345715,198.6205357,1.642079139,0.536872991,0.501861896,223.9107143,1.606685443,0.531286883
1184,4/24/02,2.084283984,2.179665029,0.764983109,0.214575979,3.728237828,138,57,2.036676498,3.71111508,1.957392492,0.619094126,0.102165245,43,1.69779665,1.557160837,0.682785379,0.14403875,12,1.506685897,1.481095474,0.697674092,0.11959626,12,4/24/02,0.157597844,69.96205357,1.855679231,0.590961658,0.431521856,191.5334821,1.652312041,0.538589702,0.499563846,223.8058036,1.607192793,0.531308499
1185,4/25/02,2.277124256,2.346576382,0.757670331,0.169605362,4.603505521,148,57,2.155346857,3.239570518,1.880775275,0.610282145,0.102075147,36,1.775536645,1.595671982,0.667605329,0.145005615,11,1.471705486,1.464764962,0.703374757,0.116739289,10,4/25/02,0.184608957,81.39508929,1.833980505,0.582450617,0.396738281,177.1919643,1.673575823,0.542304179,0.51932535,232.4017857,1.595283038,0.529575649
1186,4/29/02,1.156934307,4.484637021,0.97909699,0.102629563,36.9804194,30,57,2.166578567,3.741682752,1.957766996,0.63172763,0.097122529,49,2.001875723,1.666708847,0.62902059,0.182545346,15,1.469280277,1.462052185,0.703907751,0.11648731,10,4/29/02,0.158406523,70.53571429,1.85456266,0.590496147,0.327443072,145.25,1.723074964,0.552027477,0.523029028,233.5669643,1.594029143,0.529346558
1187,4/30/02,2.98153959,3.432034947,0.605160662,0.072988943,9.543874842,150,57,2.289543548,3.317062248,1.907633702,0.624466954,0.103247732,34,2.221341482,1.74183336,0.578996037,0.114139233,21,1.452146396,1.446200041,0.711543277,0.111715365,11,4/30/02,0.179875908,80.14955357,1.836317514,0.583306505,0.261186957,116.90625,1.77034396,0.563051985,0.539466637,240.3705357,1.584924796,0.528035103
1188,5/1/02,3.633054393,4.184053252,0.787881213,0.090794244,9.993732789,120,57,2.269661827,4.07731676,2.021791768,0.604243951,0.130823927,40,2.171146146,1.731973313,0.584529001,0.116969421,18,1.462921918,1.45413129,0.709671709,0.11683758,11,5/1/02,0.139001255,60.89955357,1.873765081,0.598983191,0.275172435,121.8549107,1.762150447,0.560912683,0.530164461,236.9508929,1.589619787,0.528688753
1189,5/2/02,2.183692552,2.07152345,0.818895541,0.242354667,3.205350163,163,57,2.276401582,3.435564414,1.907162376,0.612008552,0.154053206,43,2.035180167,1.686008468,0.616095316,0.10497366,18,1.46021725,1.44289708,0.71800203,0.115298678,11,5/2/02,0.171552247,76.12053571,1.843871844,0.586187459,0.311047358,138.8816964,1.7335935,0.554268877,0.541773883,241.8035714,1.583244946,0.527764419
1190,5/3/02,1.260465116,3.986505482,0.973634652,0.129162916,23.84073907,5,57,1.87155548,4.730489128,2.074015748,0.581468147,0.153486724,72,2.11898528,1.69670018,0.622302497,0.105252719,19,1.531609253,1.495827293,0.695440943,0.128274169,10,5/3/02,0.1128118,49.87276786,1.901869607,0.610922444,0.303224032,134.6696429,1.740638982,0.555819124,0.489059026,219.1651786,1.613161154,0.53227678
1191,5/6/02,1.637019231,4.350466332,0.931372549,0.093181007,26.56305771,26,57,1.571215315,4.742512837,2.071937997,0.591457392,0.14869307,71,2.313499444,1.746186732,0.633973174,0.10961172,20,1.630224284,1.55287713,0.658905587,0.150410672,13,5/6/02,0.113739904,50.36830357,1.900340065,0.610320336,0.274016464,122.4040179,1.761270074,0.560681655,0.429894756,193.0022321,1.649962049,0.538227853
1192,5/7/02,2.635119768,2.60016653,0.818596559,0.16030457,5.038773253,123,57,1.464440878,4.493877844,2.021634957,0.628894489,0.136873728,59,2.148485014,1.710387008,0.640138699,0.111711641,15,1.731323652,1.609604715,0.637914697,0.105393474,13,5/7/02,0.131664597,58.06473214,1.880097975,0.601789818,0.30511955,135.4821429,1.739239773,0.555515663,0.387649306,172.03125,1.681268476,0.543728291
1193,5/8/02,3.173279184,4.00301989,0.829516368,0.07294161,14.34594234,108,57,1.49849851,4.428298019,1.994164779,0.653601996,0.134752396,54,2.324865597,1.755657492,0.624196931,0.131319079,15,1.708283483,1.600252866,0.637639585,0.105566634,14,5/8/02,0.137362911,61.02008929,1.873660714,0.598867333,0.269758202,120.2946429,1.764631771,0.56157592,0.390312708,175.2857143,1.676629914,0.542824458
1194,5/9/02,2.407978538,2.25878875,0.733712306,0.181034574,3.801782628,189,57,1.547866426,4.698268846,2.018157895,0.609225369,0.286738776,51,2.135689433,1.705281,0.605129761,0.195507999,16,1.608700773,1.569271601,0.636474768,0.132514266,13,5/9/02,0.121337204,53.48214286,1.891080916,0.606692482,0.29042766,129.9933036,1.748240252,0.557608802,0.418202822,186.8705357,1.659207215,0.539760477
1195,5/10/02,1,1.25,1,0.01,125,2,57,1.503125226,4.867455547,2.049703585,0.61268557,0.301152899,54,2.562273607,1.771182435,0.603733899,0.218731379,19,1.646746081,1.585300356,0.633253818,0.138468611,13,5/10/02,0.114381282,51.18973214,1.897352389,0.609337726,0.240007044,106.4955357,1.788451782,0.567924824,0.40318866,180.4196429,1.668452381,0.541438084
1196,5/14/02,2.060648483,1.871674257,0.914847685,0.341734214,2.431569489,155,57,1.770676471,2.667024125,1.72653546,0.716317779,0.366620555,30,1.967079648,1.626763682,0.690351247,0.289637882,14,1.559271368,1.510531407,0.686920165,0.199173915,12,5/14/02,0.273015425,122.1808036,1.761408897,0.56077542,0.363964421,162.3705357,1.695886266,0.546534617,0.473274757,211.578125,1.623754594,0.533912863
1197,5/15/02,4.081458495,4.711065574,0.759381515,0.074416507,11.77862256,108,57,1.852419625,3.062786534,1.820104943,0.66579027,0.304602931,25,2.017365171,1.625456079,0.700644973,0.300620679,14,1.533967314,1.495806585,0.6943505,0.196050428,11,5/15/02,0.217772796,96.65848214,1.806179091,0.57307837,0.362084801,161.9486607,1.696551414,0.546661622,0.489659691,218.4955357,1.613931667,0.532418488
1198,5/16/02,2.624932396,2.743671984,0.737879537,0.137012212,5.629116733,140,57,1.82030502,2.837107181,1.773085461,0.6615956,0.315328342,26,1.940487403,1.610469632,0.694315295,0.285343073,13,1.552139258,1.510851108,0.685674297,0.212033162,10,5/16/02,0.238332882,106.0535714,1.789376598,0.568144057,0.375091463,168.1026786,1.687138962,0.54484654,0.475611428,211.9866071,1.623008549,0.533823033
1199,5/20/02,2.748345769,3.332179565,0.769202691,0.103781303,8.986254218,91,57,1.734335889,3.115833794,1.829169997,0.672159257,0.309799218,28,2.110121667,1.651628073,0.688835459,0.305892023,13,1.584081711,1.522333817,0.683607588,0.221222926,11,5/20/02,0.21276472,94.37946429,1.810168984,0.574361474,0.338259441,151.6205357,1.713017338,0.549898433,0.460407545,207.0089286,1.630017078,0.534931772
1200,5/21/02,2.738288211,3.270002047,0.705851091,0.100214817,8.411046201,142,57,1.704479923,2.774227601,1.783055002,0.665841768,0.32540618,23,1.982389153,1.627554571,0.684850213,0.294315621,14,1.632892845,1.532898655,0.688083027,0.232853755,13,5/21/02,0.23916897,106.4598214,1.788677493,0.5679425,0.360865969,160.953125,1.698236757,0.54696288,0.447508354,200.6897321,1.6393751,0.53638531
1201,5/22/02,2.408713113,2.156284955,0.729612257,0.233147045,2.801452622,206,57,1.892056437,3.966149871,1.99373331,0.55556624,0.104548825,41,1.834065283,1.598121271,0.678976444,0.269299915,12,1.560916146,1.511503417,0.691299193,0.215672912,10,5/22/02,0.134246791,58.77008929,1.878291287,0.601076396,0.388331835,173.5803571,1.678862057,0.543295583,0.472543742,211.6785714,1.623754095,0.533890755
1202,5/23/02,2.514776197,2.492334811,0.786018247,0.157455786,4.94744582,172,57,1.942649021,3.369810656,1.915824838,0.57990455,0.101100384,36,1.798943869,1.610665585,0.653413012,0.259320629,11,1.555359341,1.500548768,0.696652789,0.216897598,10,5/23/02,0.164486132,73.94419643,1.847958613,0.587820271,0.379832576,169.9754464,1.684539789,0.54430967,0.483105594,216.5044643,1.616990752,0.532842865
1203,5/24/02,1,3.335777126,1,0.063829787,52.26050831,5,57,1.902357863,3.908257201,2.000074441,0.588052501,0.105035021,52,1.839341892,1.620130849,0.658486565,0.269249249,12,1.568908613,1.506916546,0.695821481,0.220902208,10,5/24/02,0.139182031,61.89508929,1.871703719,0.598034405,0.374548481,166.5200893,1.689881951,0.545305746,0.478175722,213.7678571,1.620552693,0.533433681
1204,6/4/02,3.377449814,3.556217467,0.670773411,0.079171551,8.920846985,187,52,1.77443078,3.958748341,1.998320204,0.57671683,0.129861723,38,1.919996718,1.628308412,0.664177741,0.269733662,13,1.583061013,1.522447712,0.685570102,0.228233206,11,6/4/02,0.137994984,61.11160714,1.873289689,0.598779549,0.360903642,161.4375,1.697632031,0.54681603,0.461921605,207.0625,1.629886745,0.534919674
1205,6/5/02,1.703167116,1.867814198,0.978230554,0.388068956,2.764449939,132,52,2.12471037,2.873350489,1.812897969,0.689876435,0.099884943,36,1.76938936,1.553587662,0.71853778,0.243545931,12,1.535038651,1.478058269,0.713163514,0.210051501,11,6/5/02,0.235341292,105.1116071,1.791168804,0.568614946,0.434525831,192.7991071,1.650455417,0.538277703,0.501948129,225.2745536,1.604746425,0.53100694
1206,6/6/02,1.90881969,1.866011505,0.901312044,0.353112063,2.495238318,157,52,2.398467818,2.428296654,1.655948946,0.778039316,0.277814531,26,1.785871068,1.559307623,0.712666155,0.221605768,13,1.463541268,1.426821023,0.731377673,0.205168313,11,6/6/02,0.332059808,147.8191964,1.719301794,0.551155835,0.423951825,188.9375,1.655997323,0.539237311,0.550854827,247.0245536,1.576444651,0.526793909
1207,6/10/02,1.145454545,3.859709153,0.973377704,0.088626292,37.00799291,15,52,2.171827453,2.684191361,1.717107084,0.806694382,0.301114623,34,1.842658153,1.567457556,0.714755991,0.224293902,15,1.490772898,1.449132004,0.724154363,0.213564746,11,6/10/02,0.30344823,135.3325893,1.739479966,0.555571358,0.412573416,184.9508929,1.661876298,0.540252487,0.533047228,237.4799107,1.589021053,0.528586913
1208,6/11/02,2.419671468,2.440685922,0.807948634,0.180259002,4.52108094,168,52,2.284281221,2.409001305,1.660732519,0.782161768,0.289819255,26,1.792849529,1.554447547,0.718313879,0.230087244,14,1.452696975,1.4331228,0.728199868,0.207030551,10,6/11/02,0.337904708,150.2299107,1.715386306,0.550354065,0.427987431,191.3660714,1.652466343,0.538631153,0.54993941,245.4955357,1.577872823,0.527075625
1209,6/12/02,2.826934367,2.844164645,0.705463038,0.150755136,4.708050958,140,52,2.177886062,2.388338912,1.634684998,0.775264478,0.286955905,33,1.781279124,1.553807234,0.716826789,0.229101261,14,1.488690953,1.449534065,0.727588656,0.21389322,10,6/12/02,0.341977608,152.5825893,1.711673058,0.549586096,0.430784287,191.609375,1.652182207,0.538570925,0.532752441,238.4464286,1.587474533,0.528401536
1210,6/13/02,2.946328981,3.393828975,0.701998865,0.097368733,8.30473171,145,52,2.255209386,2.836039837,1.797039292,0.665718323,0.234688741,34,1.752584782,1.551344511,0.710628118,0.222254323,14,1.464958053,1.435059018,0.728671435,0.202640575,10,6/13/02,0.233752158,104.0089286,1.793008949,0.569172574,0.427817759,191.4375,1.652394934,0.538613462,0.543865015,244.6696429,1.579152185,0.527228649
1211,6/17/02,3.633178691,4.160537847,0.739484161,0.096202386,8.802494244,88,52,1.923166377,5.711053122,2.114541417,0.551049514,0.237416089,69,1.907290869,1.577101138,0.727033549,0.241659648,17,1.547834708,1.486639415,0.709020346,0.195438191,13,6/17/02,0.090437172,39.25446429,1.957033996,0.6258728,0.405265731,180.2879464,1.669092562,0.541473065,0.493897543,221.5044643,1.610357243,0.531785705
1212,6/18/02,2.130183113,2.402295062,0.91234493,0.222158084,4.631336675,127,52,1.984849416,4.247518697,1.993452571,0.590863881,0.198520739,47,1.970315657,1.592330102,0.740658799,0.244153935,17,1.538975374,1.479701688,0.712411632,0.187776463,11,6/18/02,0.129488115,57.90625,1.880248782,0.601951539,0.393865024,177.09375,1.67388293,0.542330823,0.501388657,224.4955357,1.606151626,0.531166597
1213,6/19/02,3.53258395,4.03814493,0.832041344,0.084165093,11.30062098,112,52,1.913264816,5.145716811,2.161110297,0.560065598,0.103237698,64,1.886473441,1.575454208,0.732622263,0.239389398,15,1.547260995,1.488064405,0.710178934,0.191313613,12,6/19/02,0.097219265,42.62053571,1.933810722,0.620653652,0.406863019,182.3727679,1.665624001,0.540922803,0.50001737,221.7321429,1.609692094,0.531738235
1214,6/20/02,2.417904321,2.524843201,0.893424904,0.15510965,6.014707866,125,52,1.917799713,4.504076636,2.019206427,0.589533535,0.180913504,56,1.863162689,1.55488196,0.731715831,0.234836395,17,1.519334606,1.478786366,0.709308759,0.187752916,12,6/20/02,0.121080273,53.97767857,1.889756612,0.606138513,0.419109977,187.9709821,1.657583293,0.539481102,0.503936673,225.5066964,1.604674017,0.530959488
1215,6/21/02,2.194139629,2.334691595,0.93444475,0.224443687,4.430079216,136,52,1.966070598,3.970944511,1.962529182,0.622909657,0.223932904,64,1.932968803,1.625376486,0.666453381,0.238760347,16,1.522503603,1.475376947,0.707360621,0.188299336,12,6/21/02,0.146731073,65.31473214,1.86474962,0.594909127,0.358463422,160.4977679,1.699034736,0.547101408,0.503874283,225.8616071,1.604154682,0.530887052
1216,6/24/02,2.0776218,2.122982582,0.941358048,0.27057665,3.555039757,88,52,1.940827539,3.187365462,1.838842004,0.675585866,0.310527532,38,2.231441178,1.710358553,0.625629086,0.255753831,17,1.539212864,1.47275425,0.718694227,0.211228537,13,6/24/02,0.209870982,92.91517857,1.812900987,0.575205447,0.288512707,128.4330357,1.751078619,0.558222927,0.506510492,226.9620536,1.602525767,0.530663302
1217,6/25/02,3.370067372,4.67982266,0.72921798,0.060822387,16.64886837,134,52,1.896691423,3.398221765,1.902000227,0.690610732,0.332922396,33,2.088790287,1.690844583,0.627050556,0.251547324,13,1.582092308,1.486014023,0.722258674,0.22021695,12,6/25/02,0.194504064,85.91741071,1.825559284,0.579469201,0.306015429,137.0267857,1.736336489,0.554944638,0.495143755,221.3147321,1.610345757,0.531825307
1218,6/26/02,1.848101738,1.853502517,0.869914454,0.345412837,2.525837331,115,52,2.20083673,2.647837679,1.747113352,0.744226901,0.353813792,23,1.946036864,1.630243594,0.67284537,0.264237742,14,1.482900713,1.438304157,0.729024528,0.211366343,11,6/26/02,0.282174698,125.3638393,1.756137644,0.559457121,0.360101391,161.1830357,1.698166846,0.546893112,0.541118704,242.5848214,1.581844739,0.527617641
